Year,Month,Temp,datetime
1990,1.0,67.68732910156251,1990-01-01
1990,2.0,65.54478352864584,1990-02-01
1990,3.0,66.37681477864584,1990-03-01
1990,4.0,69.122314453125,1990-04-01
1990,5.0,69.69830457899306,1990-05-01
1990,6.0,71.84774305555555,1990-06-01
1990,7.0,72.26334906684028,1990-07-01
1990,8.0,73.74557020399305,1990-08-01
1990,9.0,74.15339084201389,1990-09-01
1990,10.0,72.84341362847222,1990-10-01
1990,11.0,71.452001953125,1990-11-01
1990,12.0,68.30485026041667,1990-12-01
1991,1.0,66.69671495225694,1991-01-01
1991,2.0,67.93799099392362,1991-02-01
1991,3.0,66.52674153645833,1991-03-01
1991,4.0,68.66535101996527,1991-04-01
1991,5.0,70.03880750868055,1991-05-01
1991,6.0,71.0096896701389,1991-06-01
1991,7.0,72.59757486979166,1991-07-01
1991,8.0,73.66029188368056,1991-08-01
1991,9.0,73.25189887152777,1991-09-01
1991,10.0,72.39463161892361,1991-10-01
1991,11.0,72.21902669270834,1991-11-01
1991,12.0,69.28371853298611,1991-12-01
1992,1.0,66.64124891493056,1992-01-01
1992,2.0,66.389599609375,1992-02-01
1992,3.0,67.21451822916667,1992-03-01
1992,4.0,68.61096462673612,1992-04-01
1992,5.0,70.63902180989584,1992-05-01
1992,6.0,72.39092339409723,1992-06-01
1992,7.0,72.8638671875,1992-07-01
1992,8.0,73.90769314236111,1992-08-01
1992,9.0,74.01747504340278,1992-09-01
1992,10.0,72.95990668402777,1992-10-01
1992,11.0,70.99200846354167,1992-11-01
1992,12.0,69.82395290798611,1992-12-01
1993,1.0,65.46122233072916,1993-01-01
1993,2.0,65.28760850694445,1993-02-01
1993,3.0,66.46365017361111,1993-03-01
1993,4.0,69.12415907118056,1993-04-01
1993,5.0,69.45411783854166,1993-05-01
1993,6.0,71.86854926215278,1993-06-01
1993,7.0,72.89621310763889,1993-07-01
1993,8.0,73.72501085069445,1993-08-01
1993,9.0,73.59818522135416,1993-09-01
1993,10.0,72.09414876302083,1993-10-01
1993,11.0,69.44611002604168,1993-11-01
1993,12.0,67.994873046875,1993-12-01
1994,1.0,65.58830837673611,1994-01-01
1994,2.0,67.60123697916667,1994-02-01
1994,3.0,66.97004665798612,1994-03-01
1994,4.0,68.20359157986111,1994-04-01
1994,5.0,70.07985026041666,1994-05-01
1994,6.0,71.55432942708333,1994-06-01
1994,7.0,73.86284722222223,1994-07-01
1994,8.0,74.56489257812501,1994-08-01
1994,9.0,74.66155327690973,1994-09-01
1994,10.0,72.87682291666667,1994-10-01
1994,11.0,70.68318956163195,1994-11-01
1994,12.0,67.73687337239583,1994-12-01
1995,1.0,67.14533420138889,1995-01-01
1995,2.0,66.74782986111111,1995-02-01
1995,3.0,68.25054524739583,1995-03-01
1995,4.0,68.611083984375,1995-04-01
1995,5.0,69.84295247395833,1995-05-01
1995,6.0,72.11896158854167,1995-06-01
1995,7.0,73.48151584201389,1995-07-01
1995,8.0,73.68604058159723,1995-08-01
1995,9.0,73.62053765190973,1995-09-01
1995,10.0,72.98530002170139,1995-10-01
1995,11.0,72.05783148871528,1995-11-01
1995,12.0,70.82154134114583,1995-12-01
1996,1.0,69.2537380642361,1996-01-01
1996,2.0,66.70527886284722,1996-02-01
1996,3.0,66.58958604600694,1996-03-01
1996,4.0,70.59988606770833,1996-04-01
1996,5.0,71.47163085937501,1996-05-01
1996,6.0,73.56046006944445,1996-06-01
1996,7.0,74.28812662760416,1996-07-01
1996,8.0,74.5686496310764,1996-08-01
1996,9.0,74.19597981770833,1996-09-01
1996,10.0,74.36152343750001,1996-10-01
1996,11.0,71.54664713541666,1996-11-01
1996,12.0,68.24314778645834,1996-12-01
1997,1.0,67.66753472222223,1997-01-01
1997,2.0,68.42802191840278,1997-02-01
1997,3.0,68.67272406684029,1997-03-01
1997,4.0,69.57973090277778,1997-04-01
1997,5.0,69.43598090277777,1997-05-01
1997,6.0,72.65896538628473,1997-06-01
1997,7.0,73.73182237413195,1997-07-01
1997,8.0,74.06108398437499,1997-08-01
1997,9.0,74.23248697916667,1997-09-01
1997,10.0,73.2740939670139,1997-10-01
1997,11.0,70.16786566840278,1997-11-01
1997,12.0,67.5316134982639,1997-12-01
1998,1.0,67.23040364583333,1998-01-01
1998,2.0,67.2981689453125,1998-02-01
1998,3.0,68.1688205295139,1998-03-01
1998,4.0,67.79906955295138,1998-04-01
1998,5.0,68.24063856336807,1998-05-01
1998,6.0,70.59526909722223,1998-06-01
1998,7.0,72.45376519097222,1998-07-01
1998,8.0,73.36990831163195,1998-08-01
1998,9.0,72.58778211805556,1998-09-01
1998,10.0,72.222412109375,1998-10-01
1998,11.0,70.65402018229167,1998-11-01
1998,12.0,68.34759180211034,1998-12-01
1999,1.0,67.45645818303687,1999-01-01
1999,2.0,66.93236161032378,1999-02-01
1999,3.0,67.46479798968477,1999-03-01
1999,4.0,68.15087645930691,1999-04-01
1999,5.0,70.17542891746123,1999-05-01
1999,6.0,71.22766620954984,1999-06-01
1999,7.0,71.7698255859365,1999-07-01
1999,8.0,72.69883483130837,1999-08-01
1999,9.0,72.1526628276556,1999-09-01
1999,10.0,71.43154750167899,1999-10-01
1999,11.0,69.98293729723409,1999-11-01
1999,12.0,68.3134849259789,1999-12-01
2000,1.0,65.98498557778093,2000-01-01
2000,2.0,68.01696643199696,2000-02-01
2000,3.0,68.47311719810574,2000-03-01
2000,4.0,67.89436671703977,2000-04-01
2000,5.0,70.32651660551036,2000-05-01
2000,6.0,71.9733015019012,2000-06-01
2000,7.0,73.13812354043245,2000-07-01
2000,8.0,73.51279850772565,2000-08-01
2000,9.0,72.75454057169499,2000-09-01
2000,10.0,72.78379561013537,2000-10-01
2000,11.0,70.69541108719082,2000-11-01
2000,12.0,69.06475954976978,2000-12-01
2001,1.0,68.84178277948976,2001-01-01
2001,2.0,67.5944513423616,2001-02-01
2001,3.0,67.78796934820498,2001-03-01
2001,4.0,68.75547368087845,2001-04-01
2001,5.0,69.56697122963268,2001-05-01
2001,6.0,71.39046793511466,2001-06-01
2001,7.0,73.04608255380751,2001-07-01
2001,8.0,74.03731049057212,2001-08-01
2001,9.0,73.64253570794342,2001-09-01
2001,10.0,72.55929612156766,2001-10-01
2001,11.0,71.65042549316411,2001-11-01
2001,12.0,69.48741408634076,2001-12-01
2002,1.0,68.00711499694283,2002-01-01
2002,2.0,66.51157928511489,2002-02-01
2002,3.0,67.79631746043472,2002-03-01
2002,4.0,69.69000468829489,2002-04-01
2002,5.0,71.23567731814292,2002-05-01
2002,6.0,72.31695004698167,2002-06-01
2002,7.0,72.97940918031254,2002-07-01
2002,8.0,74.35662403895807,2002-08-01
2002,9.0,73.32983084087616,2002-09-01
2002,10.0,72.94007721369144,2002-10-01
2002,11.0,70.93732691998335,2002-11-01
2002,12.0,69.09668049852968,2002-12-01
2003,1.0,67.49333402088848,2003-01-01
2003,2.0,66.92537666425105,2003-02-01
2003,3.0,69.1422290048293,2003-03-01
2003,4.0,69.49486521260238,2003-04-01
2003,5.0,71.40936988490387,2003-05-01
2003,6.0,72.16770218874885,2003-06-01
2003,7.0,73.64507078078773,2003-07-01
2003,8.0,74.23355949585473,2003-08-01
2003,9.0,74.05335133864165,2003-09-01
2003,10.0,73.8928364264822,2003-10-01
2003,11.0,71.25909393393624,2003-11-01
2003,12.0,69.42868348261464,2003-12-01
