,Year,Month,NDVI,datetime
0,2000.0,2.0,0.624095061728395,2000-02-01
1,2000.0,3.0,0.3581685185185185,2000-03-01
2,2000.0,4.0,0.489766049382716,2000-04-01
3,2000.0,5.0,0.6387969135802469,2000-05-01
4,2000.0,6.0,0.7094543209876544,2000-06-01
5,2000.0,7.0,0.3423024691358025,2000-07-01
6,2000.0,8.0,0.4718006172839507,2000-08-01
7,2000.0,9.0,0.7220944444444445,2000-09-01
8,2000.0,10.0,0.6709123456790124,2000-10-01
9,2000.0,11.0,0.736320987654321,2000-11-01
10,2000.0,12.0,0.7253993827160494,2000-12-01
11,2001.0,1.0,,2001-01-01
12,2001.0,2.0,0.6647024691358026,2001-02-01
13,2001.0,3.0,,2001-03-01
14,2001.0,4.0,,2001-04-01
15,2001.0,5.0,0.6354,2001-05-01
16,2001.0,6.0,,2001-06-01
17,2001.0,7.0,0.614053086419753,2001-07-01
18,2001.0,8.0,0.5157197530864198,2001-08-01
19,2001.0,9.0,0.6168506172839506,2001-09-01
20,2001.0,10.0,0.6873604938271605,2001-10-01
21,2001.0,11.0,0.5875814814814815,2001-11-01
22,2001.0,12.0,,2001-12-01
23,2002.0,1.0,,2002-01-01
24,2002.0,2.0,,2002-02-01
25,2002.0,3.0,0.5264728395061729,2002-03-01
26,2002.0,4.0,0.5216722222222223,2002-04-01
27,2002.0,5.0,0.6667925925925926,2002-05-01
28,2002.0,6.0,0.4621734567901234,2002-06-01
29,2002.0,7.0,0.6239216049382716,2002-07-01
30,2002.0,8.0,0.6351259259259259,2002-08-01
31,2002.0,9.0,0.6352493827160495,2002-09-01
32,2002.0,10.0,0.7159950617283952,2002-10-01
33,2002.0,11.0,0.744679012345679,2002-11-01
34,2002.0,12.0,0.7057006172839507,2002-12-01
35,2003.0,1.0,0.7005555555555556,2003-01-01
36,2003.0,2.0,0.6502530864197531,2003-02-01
37,2003.0,3.0,0.6527888888888889,2003-03-01
38,2003.0,4.0,0.6181833333333334,2003-04-01
39,2003.0,5.0,0.6644722222222224,2003-05-01
40,2003.0,6.0,0.6667641975308642,2003-06-01
41,2003.0,7.0,0.5667444444444445,2003-07-01
42,2003.0,8.0,0.7112308641975309,2003-08-01
43,2003.0,9.0,0.6286172839506172,2003-09-01
44,2003.0,10.0,0.7115320987654321,2003-10-01
45,2003.0,11.0,0.7011111111111111,2003-11-01
46,2003.0,12.0,0.5492981481481481,2003-12-01
47,2004.0,1.0,0.7096679012345679,2004-01-01
48,2004.0,2.0,0.7064524691358025,2004-02-01
49,2004.0,3.0,0.6223765432098767,2004-03-01
50,2004.0,4.0,0.549120987654321,2004-04-01
51,2004.0,5.0,0.5825493827160495,2004-05-01
52,2004.0,6.0,0.6909308641975309,2004-06-01
53,2004.0,7.0,0.6846500000000001,2004-07-01
54,2004.0,8.0,0.6965623456790123,2004-08-01
55,2004.0,9.0,0.7073074074074074,2004-09-01
56,2004.0,10.0,0.5029641975308643,2004-10-01
57,2004.0,11.0,0.6917061728395062,2004-11-01
58,2004.0,12.0,0.6675598765432099,2004-12-01
59,2005.0,1.0,0.7257425925925927,2005-01-01
60,2005.0,2.0,0.668504938271605,2005-02-01
61,2005.0,3.0,0.5538432098765432,2005-03-01
62,2005.0,4.0,0.6198660493827161,2005-04-01
63,2005.0,5.0,0.5499148148148149,2005-05-01
64,2005.0,6.0,0.583154938271605,2005-06-01
65,2005.0,7.0,0.5929740740740741,2005-07-01
66,2005.0,8.0,0.6287654320987655,2005-08-01
67,2005.0,9.0,0.6903395061728396,2005-09-01
68,2005.0,10.0,0.6023641975308642,2005-10-01
69,2005.0,11.0,0.6246222222222223,2005-11-01
70,2005.0,12.0,0.7050358024691358,2005-12-01
71,2006.0,1.0,0.6510432098765433,2006-01-01
72,2006.0,2.0,0.4596703703703704,2006-02-01
73,2006.0,3.0,0.5731623456790125,2006-03-01
