,Month,Temp
415,August,73.08032497829862
416,September,72.88640950520833
417,October,72.20942382812501
418,November,70.24775933159722
419,December,69.76271430121528
420,January,68.34829915364583
421,February,68.30677625868056
422,March,68.94100206163193
423,April,70.16738009982639
424,May,70.42822265625
425,June,71.58992513020834
426,July,72.69032389322916
