,Month,tmean_f
421,February,70.27373318142361
422,March,71.16774631076389
423,April,72.02444661458333
424,May,72.71118435329862
425,June,73.94080946180556
426,July,75.10415581597223
427,August,76.05118001302083
428,September,75.94370388454861
429,October,75.03003472222223
430,November,72.92199978298612
431,December,71.43748101128472
432,January,69.61096733940973
