,Month,NDVI
292,August,0.1787120324594003
293,September,0.1923112045099705
294,October,0.1844053503907757
295,November,0.2418858563458478
296,December,0.2042683966365861
297,January,0.1905666987101237
298,February,0.5200618696801457
299,March,0.3311827388810522
300,April,0.2270129168475115
301,May,0.1960878136717243
302,June,0.1884172698597849
303,July,0.1780398098039038
