,Month,NDVI
292,August,0.4478414088119695
293,September,0.6591053715458622
294,October,0.7040050176926601
295,November,0.7911348696108218
296,December,0.740454544255763
297,January,0.6009340168517313
298,February,0.7558314947434414
299,March,0.7255180264696662
300,April,0.6808573404947916
301,May,0.5424811280803916
302,June,0.5878614260826582
303,July,0.4242832513503086
