Year,Month,tmean_f,datetime
1990,1,53.660457356770834,1990-01-01
1990,2,50.701656087239584,1990-02-01
1990,3,51.54256456163195,1990-03-01
1990,4,53.456349012586806,1990-04-01
1990,5,54.64473605685764,1990-05-01
1990,6,55.704258897569446,1990-06-01
1990,7,57.362188042534726,1990-07-01
1990,8,58.422021484375,1990-08-01
1990,9,59.05826009114583,1990-09-01
1990,10,57.373996310763886,1990-10-01
1990,11,57.807500542534726,1990-11-01
1990,12,53.625634765625,1990-12-01
1991,1,50.19403076171875,1991-01-01
1991,2,51.2943359375,1991-02-01
1991,3,52.76560329861111,1991-03-01
1991,4,52.99544542100695,1991-04-01
1991,5,54.05869411892361,1991-05-01
1991,6,54.74887017144097,1991-06-01
1991,7,56.303211805555556,1991-07-01
1991,8,59.43358561197917,1991-08-01
1991,9,56.2927734375,1991-09-01
1991,10,54.20457356770834,1991-10-01
1991,11,54.8728515625,1991-11-01
1991,12,52.94679497612847,1991-12-01
1992,1,48.991916232638886,1992-01-01
1992,2,49.94264187282986,1992-02-01
1992,3,51.14139539930555,1992-03-01
1992,4,51.5663072374132,1992-04-01
1992,5,54.88136935763889,1992-05-01
1992,6,57.691395399305556,1992-06-01
1992,7,58.37317165798611,1992-07-01
1992,8,59.27283528645833,1992-08-01
1992,9,59.97184787326389,1992-09-01
1992,10,58.14638671875,1992-10-01
1992,11,57.142415364583336,1992-11-01
1992,12,54.831822374131946,1992-12-01
1993,1,50.3530504014757,1993-01-01
1993,2,49.80077446831597,1993-02-01
1993,3,51.940272352430554,1993-03-01
1993,4,54.247501627604166,1993-04-01
1993,5,54.12767198350694,1993-05-01
1993,6,56.457546657986114,1993-06-01
1993,7,58.074712456597226,1993-07-01
1993,8,58.425328233506946,1993-08-01
1993,9,58.06513943142361,1993-09-01
1993,10,56.89909939236111,1993-10-01
1993,11,53.612920464409726,1993-11-01
1993,12,51.059206814236106,1993-12-01
1994,1,49.513544379340274,1994-01-01
1994,2,52.75432535807292,1994-02-01
1994,3,52.39344889322916,1994-03-01
1994,4,53.49627549913195,1994-04-01
1994,5,54.867588975694446,1994-05-01
1994,6,56.38621690538194,1994-06-01
1994,7,59.515744357638894,1994-07-01
1994,8,59.33536783854167,1994-08-01
