,oldMonth,OldTemp,Month,Temp
0,January,58.802624774854195,May,60.96466152746743
1,February,58.02294333636629,June,62.636164315163306
2,March,58.23941771789149,July,63.83801560014407
3,April,59.294391771397194,August,64.39322626579784
4,May,60.96466152746743,September,63.45653623391752
5,June,62.636164315163306,October,63.07122211236191
6,July,63.83801560014407,November,61.57627898219764
7,August,64.39322626579784,December,59.80317647216794
8,September,63.45653623391752,January,58.802624774854195
9,October,63.07122211236191,February,58.02294333636629
10,November,61.57627898219764,March,58.23941771789149
11,December,59.80317647216794,April,59.294391771397194
