Year,Month,tmean_f,datetime,Temp
1990.0,1.0,58.74587673611112,1990-01-01,
1990.0,2.0,55.824365234374994,1990-02-01,
1990.0,3.0,57.773187934027774,1990-03-01,
1990.0,4.0,60.43770345052083,1990-04-01,
1990.0,5.0,59.98515896267361,1990-05-01,
1990.0,6.0,63.089925130208336,1990-06-01,
1990.0,7.0,62.98301323784722,1990-07-01,
1990.0,8.0,64.37332899305557,1990-08-01,
1990.0,9.0,64.20185004340277,1990-09-01,
1990.0,10.0,62.59153917100694,1990-10-01,
1990.0,11.0,62.26014811197916,1990-11-01,
1990.0,12.0,58.60508897569444,1990-12-01,
1991.0,1.0,58.17648111979167,1991-01-01,
1991.0,2.0,58.65380859375,1991-02-01,
1991.0,3.0,56.81125759548611,1991-03-01,
1991.0,4.0,59.35392523871528,1991-04-01,
1991.0,5.0,60.23060709635417,1991-05-01,
1991.0,6.0,60.96103786892361,1991-06-01,
1991.0,7.0,63.498133680555554,1991-07-01,
1991.0,8.0,64.90609266493055,1991-08-01,
1991.0,9.0,63.96155598958333,1991-09-01,
1991.0,10.0,62.71849772135417,1991-10-01,
1991.0,11.0,63.60555284288195,1991-11-01,
1991.0,12.0,59.98509114583334,1991-12-01,
1992.0,1.0,58.01656087239583,1992-01-01,
1992.0,2.0,57.93118760850695,1992-02-01,
1992.0,3.0,58.01734754774306,1992-03-01,
1992.0,4.0,58.664889865451386,1992-04-01,
1992.0,5.0,61.02150607638889,1992-05-01,
1992.0,6.0,61.83318413628472,1992-06-01,
1992.0,7.0,62.410394965277774,1992-07-01,
1992.0,8.0,63.63268771701389,1992-08-01,
1992.0,9.0,64.10696343315972,1992-09-01,
1992.0,10.0,63.262942165798606,1992-10-01,
1992.0,11.0,61.64874131944445,1992-11-01,
1992.0,12.0,60.22458767361111,1992-12-01,
1993.0,1.0,56.254337565104166,1993-01-01,
1993.0,2.0,56.06507703993056,1993-02-01,
1993.0,3.0,56.72730848524306,1993-03-01,
1993.0,4.0,58.96666666666667,1993-04-01,
1993.0,5.0,58.99491102430555,1993-05-01,
1993.0,6.0,61.39073893229167,1993-06-01,
1993.0,7.0,62.27591417100695,1993-07-01,
1993.0,8.0,63.889675564236114,1993-08-01,
1993.0,9.0,63.70044487847223,1993-09-01,
1993.0,10.0,62.07806532118056,1993-10-01,
1993.0,11.0,59.394444444444446,1993-11-01,
1993.0,12.0,58.95354546440972,1993-12-01,
1994.0,1.0,56.88114963107639,1994-01-01,
1994.0,2.0,58.5060302734375,1994-02-01,
1994.0,3.0,56.99484049479167,1994-03-01,
1994.0,4.0,58.129185655381946,1994-04-01,
1994.0,5.0,60.27068142361111,1994-05-01,
1994.0,6.0,61.39170464409722,1994-06-01,
1994.0,7.0,65.26358778211805,1994-07-01,
1994.0,8.0,64.69784884982639,1994-08-01,
1994.0,9.0,64.48829752604166,1994-09-01,
1994.0,10.0,62.43455674913194,1994-10-01,
1994.0,11.0,60.5174072265625,1994-11-01,
1994.0,12.0,58.23964029947917,1994-12-01,
1995.0,1.0,59.94874945746528,1995-01-01,
1995.0,2.0,57.76079372829861,1995-02-01,
1995.0,3.0,59.262150065104166,1995-03-01,
1995.0,4.0,58.44547797309028,1995-04-01,
1995.0,5.0,60.535983615451386,1995-05-01,
1995.0,6.0,62.27511393229168,1995-06-01,
1995.0,7.0,63.25484212239584,1995-07-01,
1995.0,8.0,63.50860460069445,1995-08-01,
1995.0,9.0,63.54481608072916,1995-09-01,
1995.0,10.0,62.39577094184028,1995-10-01,
1995.0,11.0,62.98118489583333,1995-11-01,
1995.0,12.0,61.92444661458333,1995-12-01,
1996.0,1.0,60.28580729166667,1996-01-01,
1996.0,2.0,57.32520887586806,1996-02-01,
1996.0,3.0,57.350827365451394,1996-03-01,
1996.0,4.0,61.15755750868056,1996-04-01,
1996.0,5.0,62.12049696180556,1996-05-01,
1996.0,6.0,63.207036675347226,1996-06-01,
1996.0,7.0,63.88289116753472,1996-07-01,
1996.0,8.0,64.81940646701389,1996-08-01,
1996.0,9.0,63.8964111328125,1996-09-01,
1996.0,10.0,64.52831488715277,1996-10-01,
1996.0,11.0,62.20066460503472,1996-11-01,
1996.0,12.0,58.79863552517361,1996-12-01,
1997.0,1.0,59.40702582465278,1997-01-01,
1997.0,2.0,58.21198459201389,1997-02-01,
1997.0,3.0,59.00157606336806,1997-03-01,
1997.0,4.0,59.56874186197916,1997-04-01,
1997.0,5.0,59.64408637152778,1997-05-01,
1997.0,6.0,62.13784993489584,1997-06-01,
1997.0,7.0,63.65999891493056,1997-07-01,
1997.0,8.0,64.09060872395833,1997-08-01,
1997.0,9.0,63.66466471354167,1997-09-01,
1997.0,10.0,62.31211480034722,1997-10-01,
1997.0,11.0,60.64637044270833,1997-11-01,
1997.0,12.0,57.27835015190972,1997-12-01,
1998.0,1.0,58.84150661892361,1998-01-01,
1998.0,2.0,58.82786187065973,1998-02-01,
1998.0,3.0,58.25705837673611,1998-03-01,
1998.0,4.0,56.56066351996528,1998-04-01,
1998.0,5.0,57.92243923611112,1998-05-01,
1998.0,6.0,61.01903483072917,1998-06-01,
1998.0,7.0,63.83712836371528,1998-07-01,
1998.0,8.0,63.88429904513889,1998-08-01,
1998.0,9.0,62.26451822916667,1998-09-01,
1998.0,10.0,62.79813910590278,1998-10-01,
1998.0,11.0,60.90503743489584,1998-11-01,
1998.0,12.0,58.58200683593751,1998-12-01,
1999.0,1.0,58.454983181423614,1999-01-01,
1999.0,2.0,56.75349392361112,1999-02-01,
1999.0,3.0,57.36630588107639,1999-03-01,
1999.0,4.0,57.63652072482639,1999-04-01,
1999.0,5.0,60.44136013454861,1999-05-01,
1999.0,6.0,61.78214518229167,1999-06-01,
1999.0,7.0,62.14050021701389,1999-07-01,
1999.0,8.0,62.91835123697916,1999-08-01,
1999.0,9.0,60.93436957465278,1999-09-01,
1999.0,10.0,61.76673719618056,1999-10-01,
1999.0,11.0,60.07703721788194,1999-11-01,
1999.0,12.0,58.617060004340274,1999-12-01,
2000.0,1.0,56.12931857638889,2000-01-01,
2000.0,2.0,59.93486599392361,2000-02-01,
2000.0,3.0,58.3821533203125,2000-03-01,
2000.0,4.0,57.851038953993054,2000-04-01,
2000.0,5.0,61.30709635416667,2000-05-01,
2000.0,6.0,61.717776150173606,2000-06-01,
2000.0,7.0,62.98831380208334,2000-07-01,
2000.0,8.0,63.7,2000-08-01,
2000.0,9.0,63.09540744357639,2000-09-01,
2000.0,10.0,62.56508789062501,2000-10-01,
2000.0,11.0,61.099707031250006,2000-11-01,
2000.0,12.0,60.1460205078125,2000-12-01,
2001.0,1.0,60.33218587239583,2001-01-01,
2001.0,2.0,57.31063639322917,2001-02-01,
2001.0,3.0,57.134912109375,2001-03-01,
2001.0,4.0,58.20259602864584,2001-04-01,
2001.0,5.0,59.63261990017361,2001-05-01,
2001.0,6.0,61.43859320746528,2001-06-01,
2001.0,7.0,63.07476942274306,2001-07-01,
2001.0,8.0,64.50400933159722,2001-08-01,
2001.0,9.0,63.618964301215286,2001-09-01,
2001.0,10.0,61.90544704861111,2001-10-01,
2001.0,11.0,63.22637261284722,2001-11-01,
2001.0,12.0,59.57053493923611,2001-12-01,
2002.0,1.0,58.64917263454861,2002-01-01,
2002.0,2.0,57.319921875000006,2002-02-01,
2002.0,3.0,58.19003363715278,2002-03-01,
2002.0,4.0,60.24066840277778,2002-04-01,
2002.0,5.0,61.97798936631945,2002-05-01,
2002.0,6.0,63.2738525390625,2002-06-01,
2002.0,7.0,64.40258246527777,2002-07-01,
2002.0,8.0,64.36752658420139,2002-08-01,
2002.0,9.0,62.61244303385417,2002-09-01,
2002.0,10.0,63.118565538194446,2002-10-01,
2002.0,11.0,62.03444824218751,2002-11-01,
2002.0,12.0,59.992041015625006,2002-12-01,
2003.0,1.0,58.32609320746528,2003-01-01,
2003.0,2.0,57.65372992621528,2003-02-01,
2003.0,3.0,59.792041015625,2003-03-01,
2003.0,4.0,59.17466634114584,2003-04-01,
2003.0,5.0,62.3945556640625,2003-05-01,
2003.0,6.0,61.67718641493056,2003-06-01,
2003.0,7.0,63.96480034722222,2003-07-01,
2003.0,8.0,64.02437337239584,2003-08-01,
2003.0,9.0,63.82956000434028,2003-09-01,
2003.0,10.0,63.64000108506944,2003-10-01,
2003.0,11.0,60.69585503472222,2003-11-01,
2003.0,12.0,59.99942220052083,2003-12-01,
2004.0,1.0,59.300786675347226,2004-01-01,
2004.0,2.0,60.07149251302083,2004-02-01,
2004.0,3.0,58.182080078125,2004-03-01,
2004.0,4.0,58.92459038628472,2004-04-01,
2004.0,5.0,62.00795627170139,2004-05-01,
2004.0,6.0,62.94977756076389,2004-06-01,
2004.0,7.0,63.497705078125,2004-07-01,
2004.0,8.0,65.19992947048611,2004-08-01,
2004.0,9.0,63.81222330729166,2004-09-01,
2004.0,10.0,63.10200466579861,2004-10-01,
2004.0,11.0,62.2478515625,2004-11-01,
2004.0,12.0,59.27326117621528,2004-12-01,
2005.0,1.0,59.509033203125,2005-01-01,
2005.0,2.0,58.16864963107639,2005-02-01,
2005.0,3.0,58.041148546006944,2005-03-01,
2005.0,4.0,59.42133246527778,2005-04-01,
2005.0,5.0,62.00229763454861,2005-05-01,
2005.0,6.0,62.04066569010417,2005-06-01,
