Year,Month,Temp,datetime
1990,1.0,58.90305989583334,1990-01-01
1990,2.0,55.55616319444445,1990-02-01
1990,3.0,58.13713921440972,1990-03-01
1990,4.0,60.54377170138889,1990-04-01
1990,5.0,60.06579861111111,1990-05-01
1990,6.0,63.09167209201389,1990-06-01
1990,7.0,62.9544677734375,1990-07-01
1990,8.0,64.3650661892361,1990-08-01
1990,9.0,64.12823893229168,1990-09-01
1990,10.0,62.54073621961805,1990-10-01
1990,11.0,62.219854058159726,1990-11-01
1990,12.0,58.63251410590278,1990-12-01
1991,1.0,58.33220486111111,1991-01-01
1991,2.0,58.6850558810764,1991-02-01
1991,3.0,56.78064778645833,1991-03-01
1991,4.0,59.26096733940973,1991-04-01
1991,5.0,60.26558159722222,1991-05-01
1991,6.0,60.969585503472224,1991-06-01
1991,7.0,63.45810275607639,1991-07-01
1991,8.0,64.81869845920139,1991-08-01
1991,9.0,63.86041395399305,1991-09-01
1991,10.0,62.79820963541667,1991-10-01
1991,11.0,63.606236436631946,1991-11-01
1991,12.0,59.82363009982639,1991-12-01
1992,1.0,58.05313856336805,1992-01-01
1992,2.0,57.7734619140625,1992-02-01
1992,3.0,58.06490885416667,1992-03-01
1992,4.0,58.62354600694445,1992-04-01
1992,5.0,60.95321994357639,1992-05-01
1992,6.0,61.88909776475694,1992-06-01
1992,7.0,62.33803439670139,1992-07-01
1992,8.0,63.156062825520834,1992-08-01
1992,9.0,64.11435546875,1992-09-01
1992,10.0,63.25193684895834,1992-10-01
1992,11.0,61.59492458767362,1992-11-01
1992,12.0,60.21849500868056,1992-12-01
1993,1.0,56.09902072482639,1993-01-01
1993,2.0,56.15371636284722,1993-02-01
1993,3.0,56.82583821614583,1993-03-01
1993,4.0,59.11230197482639,1993-04-01
1993,5.0,59.25639919704861,1993-05-01
1993,6.0,61.446039496527774,1993-06-01
1993,7.0,62.373906792534726,1993-07-01
1993,8.0,63.96980523003472,1993-08-01
1993,9.0,63.65445963541666,1993-09-01
1993,10.0,61.85573459201389,1993-10-01
1993,11.0,59.26435818142362,1993-11-01
1993,12.0,58.96555447048611,1993-12-01
1994,1.0,56.65635308159722,1994-01-01
1994,2.0,58.40867513020834,1994-02-01
1994,3.0,56.85056966145834,1994-03-01
1994,4.0,58.19709201388889,1994-04-01
1994,5.0,60.04426540798611,1994-05-01
1994,6.0,61.29804958767361,1994-06-01
1994,7.0,65.13589680989583,1994-07-01
1994,8.0,64.58860948350694,1994-08-01
1994,9.0,64.50501573350695,1994-09-01
1994,10.0,62.40037706163194,1994-10-01
1994,11.0,60.37766384548611,1994-11-01
1994,12.0,58.44791666666666,1994-12-01
1995,1.0,59.921956380208336,1995-01-01
1995,2.0,57.76305338541667,1995-02-01
1995,3.0,59.24195421006944,1995-03-01
1995,4.0,58.850016276041664,1995-04-01
1995,5.0,60.56568739149306,1995-05-01
1995,6.0,62.78794487847222,1995-06-01
1995,7.0,63.79857584635417,1995-07-01
1995,8.0,64.18301323784723,1995-08-01
1995,9.0,63.613774956597226,1995-09-01
