,Year,Month,ET,datetime
0,2001.0,1.0,4.455875000000001,2001-01-01
1,2001.0,2.0,3.91,2001-02-01
2,2001.0,3.0,4.256541666666667,2001-03-01
3,2001.0,4.0,5.128416666666667,2001-04-01
4,2001.0,5.0,5.603958333333335,2001-05-01
5,2001.0,6.0,4.339166666666667,2001-06-01
6,2001.0,7.0,5.746833333333334,2001-07-01
7,2001.0,8.0,5.190708333333333,2001-08-01
8,2001.0,9.0,4.50975,2001-09-01
9,2001.0,10.0,4.368583333333334,2001-10-01
10,2001.0,11.0,3.8613715277777776,2001-11-01
11,2001.0,12.0,2.9548333333333336,2001-12-01
12,2002.0,1.0,3.695170454545455,2002-01-01
13,2002.0,2.0,3.843115942028986,2002-02-01
14,2002.0,3.0,4.828916666666666,2002-03-01
15,2002.0,4.0,5.3196666666666665,2002-04-01
16,2002.0,5.0,5.438671875,2002-05-01
17,2002.0,6.0,5.894458333333335,2002-06-01
18,2002.0,7.0,5.866291666666667,2002-07-01
19,2002.0,8.0,4.974291666666667,2002-08-01
20,2002.0,9.0,4.918166666666667,2002-09-01
21,2002.0,10.0,4.261416666666667,2002-10-01
22,2002.0,11.0,4.060041666666667,2002-11-01
23,2002.0,12.0,3.25575,2002-12-01
24,2003.0,1.0,3.515416666666667,2003-01-01
25,2003.0,2.0,4.005291666666667,2003-02-01
26,2003.0,3.0,4.623374999999999,2003-03-01
27,2003.0,4.0,4.7410000000000005,2003-04-01
28,2003.0,5.0,5.646708333333335,2003-05-01
29,2003.0,6.0,5.6930000000000005,2003-06-01
30,2003.0,7.0,5.389749999999999,2003-07-01
31,2003.0,8.0,5.2867500000000005,2003-08-01
32,2003.0,9.0,5.043583333333334,2003-09-01
33,2003.0,10.0,4.164000000000001,2003-10-01
34,2003.0,11.0,3.4157500000000005,2003-11-01
35,2003.0,12.0,3.242391304347826,2003-12-01
36,2004.0,1.0,3.550477430555555,2004-01-01
37,2004.0,2.0,3.985869565217391,2004-02-01
38,2004.0,3.0,5.110763888888889,2004-03-01
39,2004.0,4.0,5.060583333333334,2004-04-01
40,2004.0,5.0,5.456944444444445,2004-05-01
41,2004.0,6.0,5.987541666666667,2004-06-01
42,2004.0,7.0,5.712875,2004-07-01
43,2004.0,8.0,6.0252083333333335,2004-08-01
44,2004.0,9.0,5.246583333333335,2004-09-01
45,2004.0,10.0,4.315,2004-10-01
46,2004.0,11.0,3.9514166666666672,2004-11-01
47,2004.0,12.0,3.44625,2004-12-01
48,2005.0,1.0,3.791458333333334,2005-01-01
49,2005.0,2.0,4.1405,2005-02-01
50,2005.0,3.0,4.364583333333334,2005-03-01
51,2005.0,4.0,5.161666666666667,2005-04-01
52,2005.0,5.0,5.991208333333334,2005-05-01
53,2005.0,6.0,5.836375,2005-06-01
54,2005.0,7.0,6.048208333333333,2005-07-01
55,2005.0,8.0,5.3962916666666665,2005-08-01
56,2005.0,9.0,5.39025,2005-09-01
57,2005.0,10.0,4.851358695652174,2005-10-01
58,2005.0,11.0,4.229619565217392,2005-11-01
59,2005.0,12.0,3.464539930555555,2005-12-01
60,2006.0,1.0,3.3182499999999995,2006-01-01
61,2006.0,2.0,3.626449275362319,2006-02-01
62,2006.0,3.0,4.151851851851852,2006-03-01
63,2006.0,4.0,4.920583333333334,2006-04-01
64,2006.0,5.0,5.6258333333333335,2006-05-01
65,2006.0,6.0,5.887166666666667,2006-06-01
66,2006.0,7.0,5.859958333333333,2006-07-01
67,2006.0,8.0,5.381000000000001,2006-08-01
68,2006.0,9.0,4.970583333333334,2006-09-01
69,2006.0,10.0,4.608854166666667,2006-10-01
70,2006.0,11.0,4.356708333333334,2006-11-01
71,2006.0,12.0,3.525916666666667,2006-12-01
72,2007.0,1.0,3.694053819444445,2007-01-01
73,2007.0,2.0,3.855458333333333,2007-02-01
74,2007.0,3.0,4.594041666666668,2007-03-01
75,2007.0,4.0,5.3044166666666674,2007-04-01
76,2007.0,5.0,5.804750000000001,2007-05-01
77,2007.0,6.0,6.115,2007-06-01
78,2007.0,7.0,5.9275,2007-07-01
79,2007.0,8.0,5.386,2007-08-01
80,2007.0,9.0,4.772166666666667,2007-09-01
81,2007.0,10.0,4.720549242424243,2007-10-01
82,2007.0,11.0,3.970375,2007-11-01
83,2007.0,12.0,3.146541666666667,2007-12-01
84,2008.0,1.0,3.853298611111112,2008-01-01
85,2008.0,2.0,4.321583333333333,2008-02-01
86,2008.0,3.0,4.839166666666667,2008-03-01
87,2008.0,4.0,5.1297500000000005,2008-04-01
88,2008.0,5.0,5.703916666666668,2008-05-01
89,2008.0,6.0,5.797708333333335,2008-06-01
90,2008.0,7.0,5.747250000000001,2008-07-01
91,2008.0,8.0,5.829375,2008-08-01
92,2008.0,9.0,4.759125000000001,2008-09-01
93,2008.0,10.0,3.935583333333334,2008-10-01
94,2008.0,11.0,3.65575,2008-11-01
95,2008.0,12.0,3.079,2008-12-01
96,2009.0,1.0,4.184548611111111,2009-01-01
97,2009.0,2.0,3.142625,2009-02-01
98,2009.0,3.0,4.5595,2009-03-01
99,2009.0,4.0,4.183416666666667,2009-04-01
100,2009.0,5.0,5.539041666666667,2009-05-01
101,2009.0,6.0,6.159000000000001,2009-06-01
102,2009.0,7.0,5.81325,2009-07-01
103,2009.0,8.0,6.042458333333334,2009-08-01
104,2009.0,9.0,5.2235000000000005,2009-09-01
105,2009.0,10.0,5.061,2009-10-01
106,2009.0,11.0,3.9917916666666673,2009-11-01
107,2009.0,12.0,3.41725,2009-12-01
108,2010.0,1.0,3.513958333333333,2010-01-01
109,2010.0,2.0,3.5514166666666664,2010-02-01
110,2010.0,3.0,4.695500000000001,2010-03-01
111,2010.0,4.0,5.086666666666667,2010-04-01
112,2010.0,5.0,5.323333333333334,2010-05-01
113,2010.0,6.0,5.569624999999999,2010-06-01
114,2010.0,7.0,5.526166666666667,2010-07-01
115,2010.0,8.0,4.821000000000001,2010-08-01
116,2010.0,9.0,4.2865,2010-09-01
117,2010.0,10.0,3.908666666666667,2010-10-01
118,2010.0,11.0,3.737000000000001,2010-11-01
119,2010.0,12.0,3.201833333333334,2010-12-01
120,2011.0,1.0,3.457458333333333,2011-01-01
121,2011.0,2.0,3.93625,2011-02-01
122,2011.0,3.0,4.871166666666666,2011-03-01
123,2011.0,4.0,5.812916666666667,2011-04-01
124,2011.0,5.0,5.558,2011-05-01
125,2011.0,6.0,5.634083333333333,2011-06-01
126,2011.0,7.0,5.755750000000001,2011-07-01
127,2011.0,8.0,5.2326250000000005,2011-08-01
128,2011.0,9.0,4.55575,2011-09-01
129,2011.0,10.0,4.103083333333333,2011-10-01
130,2011.0,11.0,3.689125,2011-11-01
131,2011.0,12.0,3.260333333333334,2011-12-01
132,2012.0,1.0,3.985833333333334,2012-01-01
133,2012.0,2.0,4.0025,2012-02-01
134,2012.0,3.0,4.921625000000001,2012-03-01
135,2012.0,4.0,5.308000000000001,2012-04-01
136,2012.0,5.0,5.812166666666668,2012-05-01
137,2012.0,6.0,5.715083333333333,2012-06-01
138,2012.0,7.0,5.9255,2012-07-01
139,2012.0,8.0,5.594708333333333,2012-08-01
140,2012.0,9.0,5.129041666666667,2012-09-01
