,Month,Temp
414,July,69.96795789930556
415,August,70.78563910590277
416,September,70.33162434895834
417,October,69.591015625
418,November,67.74009060329861
419,December,67.37039116753472
420,January,65.69874131944445
421,February,65.80327962239583
422,March,66.14158528645834
423,April,67.37212999131944
424,May,67.68326009114583
425,June,69.06333279079863
