Year,Month,Day,RF_in
2026,3,1,0.0263381525808953
2026,3,2,0.0219558563966659
2026,3,3,0.005233792599522
2026,3,4,0.0084107749209733
2026,3,5,0.1461756782164619
2026,3,6,0.0174561395837044
2026,3,7,0.2498162637545368
2026,3,8,0.1291794747713878
2026,3,9,0.0100613057561225
2026,3,10,3.9641419466346994e-05
2026,3,11,0.0289590986590581
2026,3,12,0.4094518826702448
2026,3,13,0.3517722249135362
2026,3,14,10.123417037469926
2026,3,15,2.716619803628062
2026,3,16,1.940380640438744
2026,3,17,0.2590813557515515
2026,3,18,0.0106982379656346
2026,3,20,0.0169004584652023
2026,3,21,0.2697242609993575
2026,3,22,0.5038174473185969
2026,3,23,1.1409180808880826
2026,3,24,0.0
2026,3,27,0.2791568759440959
2026,3,28,0.2980572157331652
2026,3,29,0.0093207396860197
2026,3,30,0.3687224968003267
