,Month,Temp
415,August,69.8150634765625
416,September,69.25103149414062
417,October,68.4835205078125
418,November,66.67943115234375
419,December,66.3585205078125
420,January,64.57806701660157
421,February,64.744384765625
422,March,64.95752868652343
423,April,66.18983154296875
424,May,66.52449951171874
425,June,67.99375
426,July,69.21274108886719
