Year,Month,NDVI,datetime
2000.0,4.0,0.2002622580822603,2000-04-01
2000.0,5.0,0.18950603626392507,2000-05-01
2000.0,6.0,0.261344485812717,2000-06-01
2000.0,7.0,0.2672591032805266,2000-07-01
2000.0,8.0,0.35318212155942563,2000-08-01
2000.0,9.0,0.2765957161232277,2000-09-01
2000.0,10.0,0.282379173938139,2000-10-01
2000.0,11.0,0.5138117001380449,2000-11-01
2000.0,12.0,0.5347144044475791,2000-12-01
2001.0,1.0,0.42861043671031057,2001-01-01
2001.0,2.0,0.3831451086350429,2001-02-01
2001.0,3.0,0.3526138729519314,2001-03-01
2001.0,4.0,0.3786417172278887,2001-04-01
2001.0,5.0,0.3330249315426673,2001-05-01
2001.0,6.0,0.42540580843701775,2001-06-01
2001.0,7.0,0.31710031297471786,2001-07-01
2001.0,8.0,0.332816700876495,2001-08-01
2001.0,9.0,0.2989944646387924,2001-09-01
2001.0,10.0,0.2785932752821181,2001-10-01
2001.0,11.0,0.31468836466471356,2001-11-01
2001.0,12.0,0.5891052057713638,2001-12-01
2002.0,1.0,0.590226067437066,2002-01-01
2002.0,2.0,0.590582718083888,2002-02-01
2002.0,3.0,0.5470043700418354,2002-03-01
2002.0,4.0,0.5013382523148148,2002-04-01
2002.0,5.0,0.6809509654103973,2002-05-01
2002.0,6.0,0.6876780663007571,2002-06-01
2002.0,7.0,0.45953953118971835,2002-07-01
2002.0,8.0,0.42733321955174575,2002-08-01
2002.0,9.0,0.38756040879237796,2002-09-01
2002.0,10.0,0.43044620090060765,2002-10-01
2002.0,11.0,0.42934050383391203,2002-11-01
2002.0,12.0,0.3612646879973235,2002-12-01
2003.0,1.0,0.3481101283320674,2003-01-01
2003.0,2.0,0.4176518946518133,2003-02-01
2003.0,3.0,0.49153598738305365,2003-03-01
2003.0,4.0,0.5057878376525126,2003-04-01
2003.0,5.0,0.3855038160159264,2003-05-01
2003.0,6.0,0.2902152214521243,2003-06-01
2003.0,7.0,0.2522516603823061,2003-07-01
2003.0,8.0,0.38727616675106097,2003-08-01
2003.0,9.0,0.416658048276548,2003-09-01
2003.0,10.0,0.31905541596589265,2003-10-01
2003.0,11.0,0.27127887584544996,2003-11-01
2003.0,12.0,0.4645230328595197,2003-12-01
2004.0,1.0,0.6237253259729456,2004-01-01
2004.0,2.0,0.6051072485652971,2004-02-01
2004.0,3.0,0.4748008633837288,2004-03-01
2004.0,4.0,0.5795516025872878,2004-04-01
2004.0,5.0,0.6313334335515528,2004-05-01
2004.0,6.0,0.6222711727942949,2004-06-01
2004.0,7.0,0.483766249668451,2004-07-01
2004.0,8.0,0.4996773519633729,2004-08-01
2004.0,9.0,0.4210449030369888,2004-09-01
2004.0,10.0,0.3806255717336396,2004-10-01
2004.0,11.0,0.3523032812424648,2004-11-01
2004.0,12.0,0.5543989016685957,2004-12-01
2005.0,1.0,0.6241992432394146,2005-01-01
2005.0,2.0,0.5697532465428482,2005-02-01
2005.0,3.0,0.5154904966001157,2005-03-01
2005.0,4.0,0.5035058009771654,2005-04-01
2005.0,5.0,0.49549093364197533,2005-05-01
2005.0,6.0,0.5034214066870418,2005-06-01
2005.0,7.0,0.41374799940321183,2005-07-01
2005.0,8.0,0.36464337949399594,2005-08-01
2005.0,9.0,0.4009649959611304,2005-09-01
2005.0,10.0,0.36227664241084345,2005-10-01
2005.0,11.0,0.33678068938078703,2005-11-01
2005.0,12.0,0.32298161071023823,2005-12-01
2006.0,1.0,0.3117792576919367,2006-01-01
2006.0,2.0,0.38796205873842593,2006-02-01
2006.0,3.0,0.524659804355951,2006-03-01
2006.0,4.0,0.6083885475441262,2006-04-01
2006.0,5.0,0.4962344699435764,2006-05-01
2006.0,6.0,0.45279420452353397,2006-06-01
2006.0,7.0,0.3628012103798949,2006-07-01
2006.0,8.0,0.30586807816116895,2006-08-01
2006.0,9.0,0.27950790782033663,2006-09-01
2006.0,10.0,0.34413427188072676,2006-10-01
2006.0,11.0,0.6235410902235243,2006-11-01
2006.0,12.0,0.544973208580488,2006-12-01
2007.0,1.0,0.49411109641746237,2007-01-01
2007.0,2.0,0.47353523160204475,2007-02-01
2007.0,3.0,0.46833179615162035,2007-03-01
2007.0,4.0,0.4617272365240403,2007-04-01
2007.0,5.0,0.3086485215175299,2007-05-01
2007.0,6.0,0.33065035313735774,2007-06-01
2007.0,7.0,0.2538651595880956,2007-07-01
2007.0,8.0,0.2696936101089289,2007-08-01
2007.0,9.0,0.2746815151638455,2007-09-01
2007.0,10.0,0.2683407818829572,2007-10-01
2007.0,11.0,0.44480801806037806,2007-11-01
2007.0,12.0,0.5934228308406877,2007-12-01
2008.0,1.0,0.5845356693974247,2008-01-01
2008.0,2.0,0.5584328733844521,2008-02-01
2008.0,3.0,0.41774702660831403,2008-03-01
2008.0,4.0,0.3218692261495708,2008-04-01
2008.0,5.0,0.4327946886604215,2008-05-01
2008.0,6.0,0.3945443895128038,2008-06-01
2008.0,7.0,0.3805273315052927,2008-07-01
2008.0,8.0,0.3067102314513407,2008-08-01
2008.0,9.0,0.25305274680808737,2008-09-01
2008.0,10.0,0.2642024475851177,2008-10-01
2008.0,11.0,0.3028760368441358,2008-11-01
2008.0,12.0,0.4738121974615403,2008-12-01
2009.0,1.0,0.6229390273859472,2009-01-01
2009.0,2.0,0.5856108488859953,2009-02-01
2009.0,3.0,0.5295774200816213,2009-03-01
2009.0,4.0,0.39823131796754435,2009-04-01
2009.0,5.0,0.20105522061571662,2009-05-01
2009.0,6.0,0.3249292962345076,2009-06-01
2009.0,7.0,0.2632619598765432,2009-07-01
2009.0,8.0,0.3873313150288146,2009-08-01
2009.0,9.0,0.30830298529730904,2009-09-01
2009.0,10.0,0.3441590909604673,2009-10-01
2009.0,11.0,0.3171031622239101,2009-11-01
2009.0,12.0,0.466461134545597,2009-12-01
2010.0,1.0,0.36096789513105226,2010-01-01
2010.0,2.0,0.29687382262430073,2010-02-01
2010.0,3.0,0.27754750663851513,2010-03-01
2010.0,4.0,0.2833092771930459,2010-04-01
2010.0,5.0,0.27989154391818577,2010-05-01
2010.0,6.0,0.2449282893428096,2010-06-01
2010.0,7.0,0.2505356117531105,2010-07-01
2010.0,8.0,0.2518569098578559,2010-08-01
2010.0,9.0,0.24769775955765336,2010-09-01
2010.0,10.0,0.36548595663941935,2010-10-01
2010.0,11.0,0.4701742478358893,2010-11-01
2010.0,12.0,0.5464128564905237,2010-12-01
2011.0,1.0,0.5973715134608892,2011-01-01
2011.0,2.0,0.4381847146116657,2011-02-01
2011.0,3.0,0.44423209296332467,2011-03-01
2011.0,4.0,0.5193537488395785,2011-04-01
2011.0,5.0,0.5345449565369406,2011-05-01
2011.0,6.0,0.5224698384602865,2011-06-01
2011.0,7.0,0.3936534222261405,2011-07-01
2011.0,8.0,0.2988312332718461,2011-08-01
2011.0,9.0,0.2775774355287905,2011-09-01
2011.0,10.0,0.2670563120900849,2011-10-01
2011.0,11.0,0.27617018899799867,2011-11-01
2011.0,12.0,0.32225849010326246,2011-12-01
2012.0,1.0,0.4012330608603395,2012-01-01
2012.0,2.0,0.3735317183129581,2012-02-01
2012.0,3.0,0.3913673824734158,2012-03-01
2012.0,4.0,0.3368501074520158,2012-04-01
2012.0,5.0,0.2868110750928337,2012-05-01
2012.0,6.0,0.27392811245388454,2012-06-01
2012.0,7.0,0.3233085208468967,2012-07-01
2012.0,8.0,0.30458167747214987,2012-08-01
2012.0,9.0,0.4734474935649354,2012-09-01
2012.0,10.0,0.3781030207504461,2012-10-01
2012.0,11.0,0.3688850402832031,2012-11-01
2012.0,12.0,0.391057120429145,2012-12-01
2013.0,1.0,0.35893207126193577,2013-01-01
2013.0,2.0,0.3550791092860846,2013-02-01
2013.0,3.0,0.4181487942919319,2013-03-01
2013.0,4.0,0.5113961490584008,2013-04-01
2013.0,5.0,0.5505684746636285,2013-05-01
2013.0,6.0,0.5507996170609085,2013-06-01
2013.0,7.0,0.4765025951244213,2013-07-01
2013.0,8.0,0.3894672158323688,2013-08-01
2013.0,9.0,0.32042873052903165,2013-09-01
2013.0,10.0,0.3078156459478684,2013-10-01
2013.0,11.0,0.3608532422854577,2013-11-01
2013.0,12.0,0.36370807223849827,2013-12-01
2014.0,1.0,0.6324508101851852,2014-01-01
2014.0,2.0,0.7162916395399306,2014-02-01
2014.0,3.0,0.6763886816707658,2014-03-01
2014.0,4.0,0.6415198997214988,2014-04-01
2014.0,5.0,0.4557691032503858,2014-05-01
2014.0,6.0,0.5823981202678916,2014-06-01
2014.0,7.0,0.47488492800865645,2014-07-01
2014.0,8.0,0.519327375623915,2014-08-01
2014.0,9.0,0.4039712599766107,2014-09-01
2014.0,10.0,0.4867484952196663,2014-10-01
2014.0,11.0,0.599607773769049,2014-11-01
2014.0,12.0,0.5852850454824942,2014-12-01
2015.0,1.0,0.5680759571216725,2015-01-01
2015.0,2.0,0.5692681206597222,2015-02-01
2015.0,3.0,0.546105467242959,2015-03-01
