Year,Month,tmax_f,datetime
1990.0,1.0,77.07557779947916,1990-01-01
1990.0,2.0,76.13613552517361,1990-02-01
1990.0,3.0,76.2813720703125,1990-03-01
1990.0,4.0,79.84862196180555,1990-04-01
1990.0,5.0,80.55594075520833,1990-05-01
1990.0,6.0,82.02472330729167,1990-06-01
1990.0,7.0,82.70259331597222,1990-07-01
1990.0,8.0,84.36131184895834,1990-08-01
1990.0,9.0,84.96853298611111,1990-09-01
1990.0,10.0,83.70443793402778,1990-10-01
1990.0,11.0,81.18210720486111,1990-11-01
1990.0,12.0,78.29099934895834,1990-12-01
1991.0,1.0,77.01535373263889,1991-01-01
1991.0,2.0,79.0986328125,1991-02-01
1991.0,3.0,76.40662706163195,1991-03-01
1991.0,4.0,79.52981228298611,1991-04-01
1991.0,5.0,81.10611979166667,1991-05-01
1991.0,6.0,82.27185329861112,1991-06-01
1991.0,7.0,83.21215277777777,1991-07-01
1991.0,8.0,83.28667534722223,1991-08-01
1991.0,9.0,83.52359483506945,1991-09-01
1991.0,10.0,83.18097330729167,1991-10-01
1991.0,11.0,82.44857313368055,1991-11-01
1991.0,12.0,78.86982964409722,1991-12-01
1992.0,1.0,77.08271484375,1992-01-01
1992.0,2.0,76.20669216579861,1992-02-01
1992.0,3.0,77.95884874131944,1992-03-01
1992.0,4.0,80.28415256076389,1992-04-01
1992.0,5.0,81.25328776041667,1992-05-01
1992.0,6.0,83.20445421006944,1992-06-01
1992.0,7.0,83.13589409722222,1992-07-01
1992.0,8.0,84.15740559895833,1992-08-01
1992.0,9.0,83.85992296006944,1992-09-01
1992.0,10.0,83.35291883680556,1992-10-01
1992.0,11.0,80.62405598958333,1992-11-01
1992.0,12.0,79.4953125,1992-12-01
1993.0,1.0,76.08541124131943,1993-01-01
1993.0,2.0,76.16422526041666,1993-02-01
1993.0,3.0,77.365283203125,1993-03-01
1993.0,4.0,79.27887912326389,1993-04-01
1993.0,5.0,80.04542643229166,1993-05-01
1993.0,6.0,82.47955729166667,1993-06-01
1993.0,7.0,83.2242892795139,1993-07-01
1993.0,8.0,83.92056749131945,1993-08-01
1993.0,9.0,84.21282552083333,1993-09-01
1993.0,10.0,82.84262152777778,1993-10-01
