Year,Month,tmax_f,datetime
1993.0,11.0,79.88586697048612,1993-11-01
1993.0,12.0,77.96700846354167,1993-12-01
1994.0,1.0,75.71315104166666,1994-01-01
1994.0,2.0,77.40415852864584,1994-02-01
1994.0,3.0,77.68013237847222,1994-03-01
1994.0,4.0,78.54503038194444,1994-04-01
1994.0,5.0,80.719873046875,1994-05-01
1994.0,6.0,82.00974392361111,1994-06-01
1994.0,7.0,83.46688910590278,1994-07-01
1994.0,8.0,84.91605360243057,1994-08-01
1994.0,9.0,85.42567274305556,1994-09-01
1994.0,10.0,83.86552734375,1994-10-01
1994.0,11.0,80.30125325520834,1994-11-01
1994.0,12.0,77.35366482204861,1994-12-01
1995.0,1.0,77.02927788628472,1995-01-01
1995.0,2.0,77.66369357638888,1995-02-01
1995.0,3.0,78.79214409722223,1995-03-01
1995.0,4.0,79.02803276909722,1995-04-01
1995.0,5.0,80.132373046875,1995-05-01
1995.0,6.0,82.50693359375,1995-06-01
1995.0,7.0,83.72772352430556,1995-07-01
1995.0,8.0,84.26323784722223,1995-08-01
1995.0,9.0,85.1707736545139,1995-09-01
1995.0,10.0,83.5057834201389,1995-10-01
1995.0,11.0,82.35959743923611,1995-11-01
1995.0,12.0,81.73609483506945,1995-12-01
1996.0,1.0,79.62714301215277,1996-01-01
1996.0,2.0,76.82728949652778,1996-02-01
1996.0,3.0,77.17509223090278,1996-03-01
1996.0,4.0,80.45477973090277,1996-04-01
1996.0,5.0,81.67323133680556,1996-05-01
1996.0,6.0,84.34705403645833,1996-06-01
1996.0,7.0,84.58733181423611,1996-07-01
1996.0,8.0,85.56441514756943,1996-08-01
1996.0,9.0,84.61923828125,1996-09-01
1996.0,10.0,85.05683051215277,1996-10-01
1996.0,11.0,80.71700303819445,1996-11-01
1996.0,12.0,78.00464952256945,1996-12-01
1997.0,1.0,77.60935329861111,1997-01-01
1997.0,2.0,79.01761067708333,1997-02-01
1997.0,3.0,79.08072916666667,1997-03-01
1997.0,4.0,80.58681640625,1997-04-01
1997.0,5.0,79.84942491319444,1997-05-01
1997.0,6.0,82.47240125868055,1997-06-01
1997.0,7.0,83.86228298611111,1997-07-01
1997.0,8.0,84.75939127604167,1997-08-01
1997.0,9.0,85.10708550347223,1997-09-01
1997.0,10.0,84.34980468750001,1997-10-01
1997.0,11.0,79.98883463541667,1997-11-01
1997.0,12.0,77.72988823784723,1997-12-01
1998.0,1.0,78.25559353298613,1998-01-01
1998.0,2.0,78.22937825520833,1998-02-01
1998.0,3.0,79.73774956597222,1998-03-01
1998.0,4.0,78.21561957465278,1998-04-01
1998.0,5.0,78.35074869791667,1998-05-01
1998.0,6.0,80.41151258680556,1998-06-01
1998.0,7.0,82.36372612847222,1998-07-01
1998.0,8.0,84.04717881944444,1998-08-01
1998.0,9.0,83.32124565972222,1998-09-01
1998.0,10.0,82.35126410590277,1998-10-01
1998.0,11.0,80.16653103298611,1998-11-01
1998.0,12.0,78.19195963541667,1998-12-01
1999.0,1.0,77.33852267795139,1999-01-01
1999.0,2.0,77.54813910590278,1999-02-01
1999.0,3.0,77.67227105034722,1999-03-01
1999.0,4.0,78.71336805555556,1999-04-01
1999.0,5.0,80.96773546006943,1999-05-01
1999.0,6.0,81.45822482638889,1999-06-01
1999.0,7.0,82.19517144097222,1999-07-01
1999.0,8.0,82.809619140625,1999-08-01
1999.0,9.0,83.04914822048612,1999-09-01
1999.0,10.0,81.73659396701389,1999-10-01
1999.0,11.0,79.60775824652777,1999-11-01
1999.0,12.0,77.42220594618055,1999-12-01
2000.0,1.0,75.82388509114583,2000-01-01
2000.0,2.0,78.13421766493056,2000-02-01
2000.0,3.0,79.15033094618056,2000-03-01
2000.0,4.0,77.60934244791667,2000-04-01
2000.0,5.0,80.32369791666667,2000-05-01
2000.0,6.0,82.59010416666666,2000-06-01
2000.0,7.0,83.07848307291667,2000-07-01
2000.0,8.0,83.416845703125,2000-08-01
2000.0,9.0,82.87537977430556,2000-09-01
2000.0,10.0,82.64327799479167,2000-10-01
2000.0,11.0,79.74756401909723,2000-11-01
2000.0,12.0,79.34659288194445,2000-12-01
2001.0,1.0,79.15764431423611,2001-01-01
2001.0,2.0,77.88319227430556,2001-02-01
2001.0,3.0,78.34777018229167,2001-03-01
2001.0,4.0,78.70538736979168,2001-04-01
2001.0,5.0,79.51035698784722,2001-05-01
2001.0,6.0,81.13495008680556,2001-06-01
2001.0,7.0,83.09747721354167,2001-07-01
2001.0,8.0,83.60398220486111,2001-08-01
2001.0,9.0,83.56234809027778,2001-09-01
2001.0,10.0,82.5663302951389,2001-10-01
2001.0,11.0,80.7005859375,2001-11-01
2001.0,12.0,78.37634548611112,2001-12-01
2002.0,1.0,77.44681803385416,2002-01-01
2002.0,2.0,75.97160644531249,2002-02-01
2002.0,3.0,77.52610677083334,2002-03-01
2002.0,4.0,79.44707573784723,2002-04-01
2002.0,5.0,80.41677517361111,2002-05-01
2002.0,6.0,81.6175998263889,2002-06-01
2002.0,7.0,81.87654622395834,2002-07-01
2002.0,8.0,83.56723090277777,2002-08-01
2002.0,9.0,83.613525390625,2002-09-01
2002.0,10.0,82.670654296875,2002-10-01
2002.0,11.0,80.61995985243055,2002-11-01
2002.0,12.0,79.292578125,2002-12-01
2003.0,1.0,77.5095187717014,2003-01-01
2003.0,2.0,76.74777289496528,2003-02-01
2003.0,3.0,79.25728081597222,2003-03-01
2003.0,4.0,79.25978732638889,2003-04-01
2003.0,5.0,81.31949327256945,2003-05-01
2003.0,6.0,82.4078830295139,2003-06-01
2003.0,7.0,82.81922743055556,2003-07-01
2003.0,8.0,83.84967447916667,2003-08-01
2003.0,9.0,84.30547960069444,2003-09-01
2003.0,10.0,84.00138346354166,2003-10-01
2003.0,11.0,81.07817925347223,2003-11-01
2003.0,12.0,78.06102430555555,2003-12-01
2004.0,1.0,77.55173611111111,2004-01-01
2004.0,2.0,79.03731011284722,2004-02-01
2004.0,3.0,76.63629014756944,2004-03-01
2004.0,4.0,79.29058159722223,2004-04-01
2004.0,5.0,81.25217013888889,2004-05-01
2004.0,6.0,82.16178385416667,2004-06-01
2004.0,7.0,83.7908908420139,2004-07-01
2004.0,8.0,84.97836371527778,2004-08-01
2004.0,9.0,85.39743381076389,2004-09-01
2004.0,10.0,83.60794813368055,2004-10-01
2004.0,11.0,81.77057834201389,2004-11-01
2004.0,12.0,79.7623046875,2004-12-01
2005.0,1.0,78.02574869791667,2005-01-01
2005.0,2.0,77.78102213541666,2005-02-01
2005.0,3.0,77.63246527777778,2005-03-01
2005.0,4.0,79.09437934027778,2005-04-01
2005.0,5.0,81.89234483506945,2005-05-01
2005.0,6.0,82.81742078993057,2005-06-01
2005.0,7.0,83.07302517361111,2005-07-01
2005.0,8.0,84.67542860243056,2005-08-01
2005.0,9.0,84.39984809027777,2005-09-01
2005.0,10.0,82.51392144097223,2005-10-01
2005.0,11.0,80.89620225694443,2005-11-01
2005.0,12.0,79.60738389756945,2005-12-01
2006.0,1.0,78.64078233506945,2006-01-01
2006.0,2.0,76.98957248263889,2006-02-01
2006.0,3.0,78.0630859375,2006-03-01
2006.0,4.0,78.08458116319444,2006-04-01
2006.0,5.0,78.90847439236111,2006-05-01
2006.0,6.0,82.80705837673611,2006-06-01
2006.0,7.0,83.27383897569445,2006-07-01
2006.0,8.0,84.31800130208333,2006-08-01
2006.0,9.0,84.04030490451389,2006-09-01
2006.0,10.0,83.16432834201389,2006-10-01
2006.0,11.0,81.39156358506945,2006-11-01
2006.0,12.0,79.08676215277778,2006-12-01
2007.0,1.0,78.61624891493057,2007-01-01
2007.0,2.0,77.63434787326389,2007-02-01
2007.0,3.0,79.15315755208334,2007-03-01
2007.0,4.0,79.73377278645833,2007-04-01
2007.0,5.0,81.37511935763888,2007-05-01
2007.0,6.0,83.01075846354166,2007-06-01
2007.0,7.0,82.99375,2007-07-01
2007.0,8.0,84.01247287326389,2007-08-01
2007.0,9.0,83.84683159722222,2007-09-01
2007.0,10.0,82.91397569444445,2007-10-01
2007.0,11.0,80.91184353298611,2007-11-01
2007.0,12.0,77.57195638020833,2007-12-01
2008.0,1.0,75.96546223958333,2008-01-01
2008.0,2.0,77.0355685763889,2008-02-01
2008.0,3.0,78.749755859375,2008-03-01
2008.0,4.0,79.02199435763889,2008-04-01
2008.0,5.0,80.71153971354167,2008-05-01
2008.0,6.0,81.77131076388889,2008-06-01
2008.0,7.0,83.41189236111111,2008-07-01
2008.0,8.0,83.36936848958334,2008-08-01
2008.0,9.0,83.00917426215278,2008-09-01
2008.0,10.0,82.28779839409722,2008-10-01
2008.0,11.0,80.30354817708333,2008-11-01
2008.0,12.0,77.953271484375,2008-12-01
2009.0,1.0,75.70468207465278,2009-01-01
2009.0,2.0,75.01203342013889,2009-02-01
2009.0,3.0,75.12780490451388,2009-03-01
2009.0,4.0,76.13333333333333,2009-04-01
2009.0,5.0,81.14825846354168,2009-05-01
2009.0,6.0,82.6566623263889,2009-06-01
2009.0,7.0,82.73327365451388,2009-07-01
2009.0,8.0,83.43982747395833,2009-08-01
2009.0,9.0,83.82740885416666,2009-09-01
2009.0,10.0,83.91501736111111,2009-10-01
2009.0,11.0,80.63086480034723,2009-11-01
2009.0,12.0,79.09943033854167,2009-12-01
2010.0,1.0,78.25244683159723,2010-01-01
2010.0,2.0,77.19126519097222,2010-02-01
2010.0,3.0,77.19841579861111,2010-03-01
2010.0,4.0,77.72814127604167,2010-04-01
2010.0,5.0,80.75974934895834,2010-05-01
2010.0,6.0,81.3256076388889,2010-06-01
2010.0,7.0,81.79027777777779,2010-07-01
2010.0,8.0,82.29015299479167,2010-08-01
2010.0,9.0,82.649072265625,2010-09-01
2010.0,10.0,82.25320095486111,2010-10-01
2010.0,11.0,80.10263129340278,2010-11-01
2010.0,12.0,79.48787977430555,2010-12-01
2011.0,1.0,76.77645128038193,2011-01-01
2011.0,2.0,79.10511067708333,2011-02-01
2011.0,3.0,78.47727322048611,2011-03-01
2011.0,4.0,79.91368815104167,2011-04-01
2011.0,5.0,80.48716362847222,2011-05-01
2011.0,6.0,80.61026475694445,2011-06-01
2011.0,7.0,81.69128689236112,2011-07-01
2011.0,8.0,82.51051974826389,2011-08-01
2011.0,9.0,82.99909396701389,2011-09-01
2011.0,10.0,81.86824544270834,2011-10-01
2011.0,11.0,79.25409071180556,2011-11-01
2011.0,12.0,77.21207139756945,2011-12-01
2012.0,1.0,78.79501953125,2012-01-01
2012.0,2.0,77.81776801215278,2012-02-01
2012.0,3.0,76.99576822916666,2012-03-01
2012.0,4.0,78.07265082465278,2012-04-01
2012.0,5.0,79.80509440104166,2012-05-01
2012.0,6.0,79.87720269097223,2012-06-01
2012.0,7.0,81.09332682291668,2012-07-01
2012.0,8.0,82.06789279513889,2012-08-01
2012.0,9.0,81.39958767361111,2012-09-01
2012.0,10.0,82.213818359375,2012-10-01
2012.0,11.0,80.06717664930557,2012-11-01
2012.0,12.0,78.52586805555555,2012-12-01
2013.0,1.0,76.38690049913194,2013-01-01
2013.0,2.0,76.01949055989584,2013-02-01
2013.0,3.0,76.75521375868055,2013-03-01
2013.0,4.0,79.29656575520833,2013-04-01
2013.0,5.0,80.5191623263889,2013-05-01
2013.0,6.0,80.79638671875,2013-06-01
2013.0,7.0,82.39908311631945,2013-07-01
2013.0,8.0,82.72520073784722,2013-08-01
2013.0,9.0,83.62386067708334,2013-09-01
2013.0,10.0,82.59605577256944,2013-10-01
2013.0,11.0,80.41563585069446,2013-11-01
2013.0,12.0,79.708837890625,2013-12-01
2014.0,1.0,77.22402886284722,2014-01-01
2014.0,2.0,78.54921875,2014-02-01
2014.0,3.0,77.24378797743056,2014-03-01
2014.0,4.0,78.159423828125,2014-04-01
2014.0,5.0,80.74985894097222,2014-05-01
2014.0,6.0,81.686376953125,2014-06-01
2014.0,7.0,82.88082682291667,2014-07-01
2014.0,8.0,83.75629340277777,2014-08-01
2014.0,9.0,84.83965928819444,2014-09-01
2014.0,10.0,83.40307074652779,2014-10-01
2014.0,11.0,80.85225694444443,2014-11-01
2014.0,12.0,77.54769422743055,2014-12-01
2015.0,1.0,78.32818467881944,2015-01-01
2015.0,2.0,78.6097873263889,2015-02-01
2015.0,3.0,77.37009006076389,2015-03-01
2015.0,4.0,80.81292317708333,2015-04-01
2015.0,5.0,79.88682725694444,2015-05-01
2015.0,6.0,82.54683702256943,2015-06-01
2015.0,7.0,85.31314019097223,2015-07-01
2015.0,8.0,85.78986545138889,2015-08-01
2015.0,9.0,85.12276475694443,2015-09-01
2015.0,10.0,83.71041124131943,2015-10-01
2015.0,11.0,82.04847005208333,2015-11-01
2015.0,12.0,79.46922200520834,2015-12-01
2016.0,1.0,79.48057183159722,2016-01-01
2016.0,2.0,79.31506618923612,2016-02-01
2016.0,3.0,79.09013129340278,2016-03-01
2016.0,4.0,81.20168728298611,2016-04-01
2016.0,5.0,81.48068033854167,2016-05-01
2016.0,6.0,82.36802300347222,2016-06-01
2016.0,7.0,84.42248263888888,2016-07-01
2016.0,8.0,84.62938910590277,2016-08-01
2016.0,9.0,84.03905707465279,2016-09-01
2016.0,10.0,82.46979709201389,2016-10-01
2016.0,11.0,79.87258572048611,2016-11-01
2016.0,12.0,77.87000325520833,2016-12-01
2017.0,1.0,77.20102267795139,2017-01-01
2017.0,2.0,77.35227864583334,2017-02-01
2017.0,3.0,80.29583333333333,2017-03-01
2017.0,4.0,81.39872504340278,2017-04-01
2017.0,5.0,81.28626844618056,2017-05-01
2017.0,6.0,83.787158203125,2017-06-01
2017.0,7.0,84.80256618923612,2017-07-01
2017.0,8.0,85.613330078125,2017-08-01
2017.0,9.0,85.56941189236112,2017-09-01
2017.0,10.0,83.3189453125,2017-10-01
2017.0,11.0,79.07451714409723,2017-11-01
2017.0,12.0,76.29178873697917,2017-12-01
2018.0,1.0,77.2706298828125,2018-01-01
2018.0,2.0,77.46851128472223,2018-02-01
2018.0,3.0,76.8697048611111,2018-03-01
2018.0,4.0,78.20879448784723,2018-04-01
2018.0,5.0,79.53467339409721,2018-05-01
2018.0,6.0,83.32903103298611,2018-06-01
2018.0,7.0,84.9447482638889,2018-07-01
2018.0,8.0,83.63695746527779,2018-08-01
2018.0,9.0,84.82111002604167,2018-09-01
2018.0,10.0,83.5392578125,2018-10-01
2018.0,11.0,81.74549696180556,2018-11-01
2018.0,12.0,79.2913791232639,2018-12-01
2019.0,1.0,77.63297526041666,2019-01-01
2019.0,2.0,74.99801974826389,2019-02-01
2019.0,3.0,76.90276421440973,2019-03-01
2019.0,4.0,80.92522243923611,2019-04-01
2019.0,5.0,82.57862955729166,2019-05-01
2019.0,6.0,85.17865125868056,2019-06-01
2019.0,7.0,86.40675455729166,2019-07-01
2019.0,8.0,86.65585394965278,2019-08-01
2019.0,9.0,87.22204318576388,2019-09-01
2019.0,10.0,85.81385091145833,2019-10-01
2019.0,11.0,83.846435546875,2019-11-01
2019.0,12.0,80.6171115451389,2019-12-01
2020.0,1.0,78.79236111111112,2020-01-01
2020.0,2.0,77.849609375,2020-02-01
2020.0,3.0,78.069189453125,2020-03-01
2020.0,4.0,80.06522894965278,2020-04-01
2020.0,5.0,81.66431749131945,2020-05-01
2020.0,6.0,83.92862413194445,2020-06-01
2020.0,7.0,84.34154730902777,2020-07-01
2020.0,8.0,85.30820855034722,2020-08-01
2020.0,9.0,85.64224175347223,2020-09-01
2020.0,10.0,84.9550021701389,2020-10-01
2020.0,11.0,82.35751953125,2020-11-01
2020.0,12.0,81.38925238715278,2020-12-01
2021.0,1.0,79.19969075520834,2021-01-01
2021.0,2.0,78.12924262152778,2021-02-01
2021.0,3.0,77.54882269965277,2021-03-01
2021.0,4.0,78.8314453125,2021-04-01
2021.0,5.0,81.82435438368056,2021-05-01
2021.0,6.0,83.12007921006945,2021-06-01
2021.0,7.0,83.55508355034722,2021-07-01
2021.0,8.0,83.89038628472223,2021-08-01
2021.0,9.0,83.80442708333334,2021-09-01
2021.0,10.0,82.33375108506945,2021-10-01
2021.0,11.0,81.913427734375,2021-11-01
2021.0,12.0,77.95977105034723,2021-12-01
2022.0,1.0,78.96760525173612,2022-01-01
2022.0,2.0,79.5677734375,2022-02-01
2022.0,3.0,80.79853515625001,2022-03-01
2022.0,4.0,80.19265407986111,2022-04-01
2022.0,5.0,81.39169379340278,2022-05-01
2022.0,6.0,82.61330295138889,2022-06-01
2022.0,7.0,83.02083875868055,2022-07-01
2022.0,8.0,84.65188259548611,2022-08-01
2022.0,9.0,84.762841796875,2022-09-01
2022.0,10.0,83.74985894097222,2022-10-01
2022.0,11.0,80.85499131944445,2022-11-01
2022.0,12.0,79.91204969618056,2022-12-01
2023.0,1.0,78.78235134548612,2023-01-01
2023.0,2.0,74.93793674045139,2023-02-01
2023.0,3.0,79.17370334201388,2023-03-01
2023.0,4.0,80.09408637152778,2023-04-01
2023.0,5.0,80.99919704861111,2023-05-01
2023.0,6.0,82.92364908854168,2023-06-01
2023.0,7.0,83.30579969618056,2023-07-01
2023.0,8.0,84.88672960069445,2023-08-01
2023.0,9.0,84.467529296875,2023-09-01
2023.0,10.0,83.83851996527778,2023-10-01
2023.0,11.0,81.36087782118057,2023-11-01
2023.0,12.0,77.92560221354167,2023-12-01
2024.0,1.0,77.30402560763889,2024-01-01
2024.0,2.0,75.93334418402779,2024-02-01
2024.0,3.0,77.34221733940973,2024-03-01
2024.0,4.0,78.81278211805557,2024-04-01
2024.0,5.0,80.31397569444445,2024-05-01
2024.0,6.0,82.10059136284721,2024-06-01
2024.0,7.0,82.9439453125,2024-07-01
2024.0,8.0,83.34879014756945,2024-08-01
2024.0,9.0,84.0886990017361,2024-09-01
2024.0,10.0,83.18771701388889,2024-10-01
2024.0,11.0,80.27757161458334,2024-11-01
2024.0,12.0,80.14123806423612,2024-12-01
2025.0,1.0,78.01298828125,2025-01-01
2025.0,2.0,78.53869900173612,2025-02-01
2025.0,3.0,79.50008680555555,2025-03-01
2025.0,4.0,80.57466362847222,2025-04-01
2025.0,5.0,81.1168185763889,2025-05-01
2025.0,6.0,82.669189453125,2025-06-01
2025.0,7.0,83.37748480902778,2025-07-01
