,Month,NDVI
294,October,0.4576699998643663
295,November,0.5649997098946277
296,December,0.4773998495973187
297,January,0.4334339094750675
298,February,0.6042699931580343
299,March,0.4530552993586034
300,April,0.5187738206651475
301,May,0.515387452678916
302,June,0.4849219145598235
303,July,0.2841015333010827
304,August,0.3600949181450738
305,September,0.3336106524055386
