Year,Month,tmin_f,datetime
1990.0,1.0,60.46064453125,1990-01-01
1990.0,2.0,57.58949110243056,1990-02-01
1990.0,3.0,58.40254177517362,1990-03-01
1990.0,4.0,60.70069173177083,1990-04-01
1990.0,5.0,61.227284071180556,1990-05-01
1990.0,6.0,63.84933539496528,1990-06-01
1990.0,7.0,64.15316297743055,1990-07-01
1990.0,8.0,65.39159613715279,1990-08-01
1990.0,9.0,65.97404785156249,1990-09-01
1990.0,10.0,64.6008056640625,1990-10-01
1990.0,11.0,64.26681857638889,1990-11-01
1990.0,12.0,60.84017198350695,1990-12-01
1991.0,1.0,58.437388780381944,1991-01-01
1991.0,2.0,59.302547200520834,1991-02-01
1991.0,3.0,59.161686197916666,1991-03-01
1991.0,4.0,60.17621527777778,1991-04-01
1991.0,5.0,61.447810872395834,1991-05-01
1991.0,6.0,62.29688856336806,1991-06-01
1991.0,7.0,64.26337076822918,1991-07-01
1991.0,8.0,66.21869303385417,1991-08-01
1991.0,9.0,65.3218234592014,1991-09-01
1991.0,10.0,64.13491753472222,1991-10-01
1991.0,11.0,64.10982801649305,1991-11-01
1991.0,12.0,61.901188151041666,1991-12-01
1992.0,1.0,58.291758897569444,1992-01-01
1992.0,2.0,58.667537434895834,1992-02-01
1992.0,3.0,58.6251220703125,1992-03-01
1992.0,4.0,59.615728081597226,1992-04-01
1992.0,5.0,62.54090711805556,1992-05-01
1992.0,6.0,64.50520290798612,1992-06-01
1992.0,7.0,65.505029296875,1992-07-01
1992.0,8.0,66.63047417534722,1992-08-01
1992.0,9.0,66.853564453125,1992-09-01
1992.0,10.0,65.3214572482639,1992-10-01
1992.0,11.0,63.838962131076386,1992-11-01
1992.0,12.0,62.77699652777778,1992-12-01
1993.0,1.0,57.45371907552084,1993-01-01
1993.0,2.0,56.87798394097223,1993-02-01
1993.0,3.0,58.27542046440972,1993-03-01
1993.0,4.0,61.632847764756946,1993-04-01
1993.0,5.0,61.64661458333334,1993-05-01
1993.0,6.0,64.01643880208334,1993-06-01
1993.0,7.0,65.39462890625,1993-07-01
1993.0,8.0,66.18853895399306,1993-08-01
1993.0,9.0,65.67840711805556,1993-09-01
1993.0,10.0,64.15292426215278,1993-10-01
1993.0,11.0,61.61808810763888,1993-11-01
1993.0,12.0,60.34552137586806,1993-12-01
1994.0,1.0,57.76341959635417,1994-01-01
1994.0,2.0,60.3447265625,1994-02-01
1994.0,3.0,59.184765625,1994-03-01
1994.0,4.0,60.47800564236111,1994-04-01
1994.0,5.0,62.20759006076389,1994-05-01
1994.0,6.0,63.891422526041666,1994-06-01
1994.0,7.0,66.61743435329862,1994-07-01
1994.0,8.0,66.98426106770833,1994-08-01
1994.0,9.0,66.8745334201389,1994-09-01
1994.0,10.0,64.79002549913194,1994-10-01
1994.0,11.0,63.94273546006944,1994-11-01
1994.0,12.0,60.41630859375,1994-12-01
1995.0,1.0,59.27127278645834,1995-01-01
1995.0,2.0,58.45793999565972,1995-02-01
1995.0,3.0,60.25017632378472,1995-03-01
1995.0,4.0,60.67775607638889,1995-04-01
1995.0,5.0,61.903965928819446,1995-05-01
1995.0,6.0,63.814000108506946,1995-06-01
1995.0,7.0,65.5495361328125,1995-07-01
1995.0,8.0,65.36174858940973,1995-08-01
1995.0,9.0,64.90518934461807,1995-09-01
1995.0,10.0,64.99988878038195,1995-10-01
1995.0,11.0,64.34674750434027,1995-11-01
1995.0,12.0,62.47030436197916,1995-12-01
1996.0,1.0,61.421131727430556,1996-01-01
1996.0,2.0,59.044482421875,1996-02-01
1996.0,3.0,58.517154947916666,1996-03-01
1996.0,4.0,63.10883246527778,1996-04-01
1996.0,5.0,63.852381727430554,1996-05-01
1996.0,6.0,65.6352783203125,1996-06-01
1996.0,7.0,66.80674370659722,1996-07-01
1996.0,8.0,66.24006347656251,1996-08-01
1996.0,9.0,66.5935546875,1996-09-01
1996.0,10.0,66.37619357638889,1996-10-01
1996.0,11.0,64.92598470052083,1996-11-01
1996.0,12.0,60.980845811631944,1996-12-01
1997.0,1.0,59.986083984375,1997-01-01
1997.0,2.0,60.65106336805556,1997-02-01
1997.0,3.0,61.07710503472222,1997-03-01
1997.0,4.0,61.3970458984375,1997-04-01
1997.0,5.0,61.68322482638889,1997-05-01
1997.0,6.0,65.65882161458333,1997-06-01
1997.0,7.0,65.544384765625,1997-07-01
1997.0,8.0,65.8785861545139,1997-08-01
1997.0,9.0,66.60690646701389,1997-09-01
1997.0,10.0,65.53619520399306,1997-10-01
1997.0,11.0,62.81069878472222,1997-11-01
1997.0,12.0,60.34117024739584,1997-12-01
1998.0,1.0,58.387578667534726,1998-01-01
1998.0,2.0,58.51434190538194,1998-02-01
1998.0,3.0,59.360896809895834,1998-03-01
1998.0,4.0,60.39237467447917,1998-04-01
1998.0,5.0,60.765706380208336,1998-05-01
1998.0,6.0,63.09269476996528,1998-06-01
1998.0,7.0,64.3552734375,1998-07-01
1998.0,8.0,65.20136718750001,1998-08-01
1998.0,9.0,64.60475260416666,1998-09-01
1998.0,10.0,64.53387858072917,1998-10-01
1998.0,11.0,63.807134331597226,1998-11-01
1998.0,12.0,61.10087348090278,1998-12-01
1999.0,1.0,60.04573025173612,1999-01-01
1999.0,2.0,59.182964409722224,1999-02-01
1999.0,3.0,59.93780381944445,1999-03-01
1999.0,4.0,60.392483181423614,1999-04-01
1999.0,5.0,62.00391981336806,1999-05-01
1999.0,6.0,63.406331380208336,1999-06-01
1999.0,7.0,63.800542534722226,1999-07-01
1999.0,8.0,64.5306884765625,1999-08-01
1999.0,9.0,64.14289279513889,1999-09-01
1999.0,10.0,63.5501708984375,1999-10-01
1999.0,11.0,62.891162109375,1999-11-01
1999.0,12.0,61.61057400173611,1999-12-01
2000.0,1.0,58.64298231336806,2000-01-01
2000.0,2.0,59.92091200086806,2000-02-01
2000.0,3.0,60.52281358506944,2000-03-01
2000.0,4.0,60.438929578993054,2000-04-01
2000.0,5.0,62.480200195312506,2000-05-01
2000.0,6.0,63.96746690538195,2000-06-01
2000.0,7.0,65.76958279079861,2000-07-01
2000.0,8.0,65.78929578993055,2000-08-01
