Year,Month,Day,RF_in
2026,3,31,0.0001741995428583
2026,4,1,0.0054454808102134
2026,4,2,0.0008836356430298
2026,4,3,0.0006922358405987
2026,4,4,3.046867477224024e-07
2026,4,5,0.0989401642940384
2026,4,6,0.0082657438470842
2026,4,7,0.0138056395271029
2026,4,8,0.6048237483633774
2026,4,9,0.04810659208879
2026,4,10,0.5478231897851962
2026,4,11,0.2775490516891769
2026,4,12,2.211170509882012
2026,4,13,0.1408607540017513
2026,4,14,0.0562466932615478
2026,4,15,3.752770606521454e-05
2026,4,16,0.0003244077092045
2026,4,17,0.0001031361846936
2026,4,18,0.0002759225145771
2026,4,19,0.0225655251739671
2026,4,20,5.970650631472682e-05
2026,4,21,6.953102426138635e-05
