oldMonth,oldNDVI,Month,NDVI
January,0.6679428646888261,November,0.5726044398178288
February,0.6518864949544271,December,0.6755557919725959
March,0.6210925321225766,January,0.6679428646888261
April,0.5571931185092909,February,0.6518864949544271
May,0.48409710491937563,March,0.6210925321225766
June,0.4625791792403146,April,0.5571931185092909
July,0.4412840356853952,May,0.48409710491937563
August,0.464105767289005,June,0.4625791792403146
September,0.47498805978019687,July,0.4412840356853952
October,0.5146345218249082,August,0.464105767289005
November,0.5726044398178288,September,0.47498805978019687
December,0.6755557919725959,October,0.5146345218249082
