Year,Month,Day,RF_in
2026,3,31,0.0053507141182996
2026,4,1,0.0006991041938475
2026,4,2,9.850550436053456e-05
2026,4,3,0.0432217252072549
2026,4,4,0.0
2026,4,5,1.0567342534210798e-05
2026,4,6,7.8490762074603e-05
2026,4,7,0.0057573300867163
2026,4,8,0.1714108017381616
2026,4,9,0.0013210202857983
2026,4,10,0.5065217847389303
2026,4,11,0.5560109904339214
2026,4,12,0.1159313680641943
2026,4,13,0.3650678113817044
2026,4,14,0.2895828622347228
2026,4,15,0.0970876906394865
2026,4,16,0.0218617270636444
2026,4,17,0.0009716375235439
2026,4,18,0.0067461597290217
2026,4,19,0.0024818569853433
2026,4,20,0.0385775695426987
2026,4,21,0.011267465973567878
