,Unnamed: 0.1,Year,Month,NDVI,datetime
0,0,2000.0,2.0,0.4675345679012346,2000-02-01
1,1,2000.0,3.0,0.4814327160493827,2000-03-01
2,2,2000.0,4.0,0.4595111111111111,2000-04-01
3,3,2000.0,5.0,0.4086067901234568,2000-05-01
4,4,2000.0,6.0,0.7531753086419752,2000-06-01
5,5,2000.0,7.0,0.8063166666666668,2000-07-01
6,6,2000.0,8.0,0.7520339506172841,2000-08-01
7,7,2000.0,9.0,0.7139641975308643,2000-09-01
8,8,2000.0,10.0,0.6415864197530864,2000-10-01
9,9,2000.0,11.0,0.7848716049382717,2000-11-01
10,10,2000.0,12.0,0.7046907407407407,2000-12-01
11,11,2001.0,1.0,,2001-01-01
12,12,2001.0,2.0,0.4955814814814814,2001-02-01
13,13,2001.0,3.0,,2001-03-01
14,14,2001.0,4.0,,2001-04-01
15,15,2001.0,5.0,0.5735493827160494,2001-05-01
16,16,2001.0,6.0,,2001-06-01
17,17,2001.0,7.0,0.7665172839506174,2001-07-01
18,18,2001.0,8.0,0.7456845679012346,2001-08-01
19,19,2001.0,9.0,0.834341975308642,2001-09-01
20,20,2001.0,10.0,0.7990629629629629,2001-10-01
21,21,2001.0,11.0,0.8152697530864198,2001-11-01
22,22,2001.0,12.0,,2001-12-01
23,23,2002.0,1.0,,2002-01-01
24,24,2002.0,2.0,,2002-02-01
25,25,2002.0,3.0,0.3384311688311688,2002-03-01
26,26,2002.0,4.0,0.6206543209876543,2002-04-01
27,27,2002.0,5.0,0.7922135802469135,2002-05-01
28,28,2002.0,6.0,0.7792222222222221,2002-06-01
29,29,2002.0,7.0,0.704416049382716,2002-07-01
30,30,2002.0,8.0,0.7377506172839506,2002-08-01
31,31,2002.0,9.0,0.7671074074074075,2002-09-01
32,32,2002.0,10.0,0.7424950617283951,2002-10-01
33,33,2002.0,11.0,0.6982586419753087,2002-11-01
34,34,2002.0,12.0,0.6159037037037036,2002-12-01
35,35,2003.0,1.0,0.5394222222222222,2003-01-01
36,36,2003.0,2.0,0.610679012345679,2003-02-01
37,37,2003.0,3.0,0.5143487654320987,2003-03-01
38,38,2003.0,4.0,0.4428956790123456,2003-04-01
39,39,2003.0,5.0,0.4275771604938272,2003-05-01
40,40,2003.0,6.0,0.5527345679012347,2003-06-01
41,41,2003.0,7.0,0.6131111111111112,2003-07-01
42,42,2003.0,8.0,0.6099493827160494,2003-08-01
43,43,2003.0,9.0,0.6949493827160493,2003-09-01
44,44,2003.0,10.0,0.6054481481481482,2003-10-01
45,45,2003.0,11.0,0.6171895061728395,2003-11-01
46,46,2003.0,12.0,0.6079783950617283,2003-12-01
47,47,2004.0,1.0,0.7305104938271605,2004-01-01
48,48,2004.0,2.0,0.682708024691358,2004-02-01
49,49,2004.0,3.0,0.730453086419753,2004-03-01
50,50,2004.0,4.0,0.7218061728395062,2004-04-01
51,51,2004.0,5.0,0.7584907407407406,2004-05-01
52,52,2004.0,6.0,0.7498265432098766,2004-06-01
53,53,2004.0,7.0,0.7319296296296297,2004-07-01
