,Year,Month,RF_mm,RF_in,datetime
0,1920.0,1.0,182.65239197530863,7.191039054146009,1920-01-01
1,1920.0,2.0,21.02797218605324,0.8278729207107576,1920-02-01
2,1920.0,3.0,120.89371141975307,4.759594937785555,1920-03-01
3,1920.0,4.0,74.00402078510803,2.9135441253979537,1920-04-01
4,1920.0,5.0,239.4466145833333,9.427032070209975,1920-05-01
5,1920.0,6.0,152.79171489197532,6.015421846140761,1920-06-01
6,1920.0,7.0,180.25859616126544,7.09679512445927,1920-07-01
7,1920.0,8.0,127.00249565972224,5.000098254319773,1920-08-01
8,1920.0,9.0,261.1996045524691,10.283448998128703,1920-09-01
9,1920.0,10.0,167.74210310570987,6.6040198073114125,1920-10-01
10,1920.0,11.0,32.27286181037809,1.2705851106448067,1920-11-01
11,1920.0,12.0,120.79612750771604,4.755753051484884,1920-12-01
12,1921.0,1.0,184.20307677469137,7.252089636798873,1921-01-01
13,1921.0,2.0,28.045792944637345,1.1041650765605255,1921-02-01
14,1921.0,3.0,20.90462088879244,0.8230165704248992,1921-03-01
15,1921.0,4.0,102.40266927083331,4.031601152395013,1921-04-01
16,1921.0,5.0,199.0924238040124,7.83828440173277,1921-05-01
17,1921.0,6.0,87.68026620370371,3.451978984397784,1921-06-01
18,1921.0,7.0,140.95482494212962,5.549402556776757,1921-07-01
19,1921.0,8.0,107.87521701388889,4.247055787948382,1921-08-01
20,1921.0,9.0,47.08934039834105,1.853911039304766,1921-09-01
21,1921.0,10.0,115.77277440200618,4.557983244173472,1921-10-01
22,1921.0,11.0,48.519208743248456,1.910205068631829,1921-11-01
23,1921.0,12.0,133.09541377314815,5.239976920202683,1921-12-01
24,1922.0,1.0,128.85720486111111,5.073118301618548,1922-01-01
25,1922.0,2.0,30.01319866415895,1.1816219946519273,1922-02-01
26,1922.0,3.0,71.14391034915124,2.800941352328789,1922-03-01
27,1922.0,4.0,132.8022762345679,5.228436072227083,1922-04-01
28,1922.0,5.0,66.72568841628086,2.6269956069401914,1922-05-01
29,1922.0,6.0,84.14812403549382,3.31291826911393,1922-06-01
30,1922.0,7.0,126.54845437885804,4.982222613340867,1922-07-01
31,1922.0,8.0,175.47020881558643,6.9082759376215135,1922-08-01
32,1922.0,9.0,177.08949411651236,6.972027327421746,1922-09-01
33,1922.0,10.0,127.56470630787037,5.02223253180592,1922-10-01
34,1922.0,11.0,67.81117983217592,2.6697314894557453,1922-11-01
35,1922.0,12.0,28.22555881076389,1.11124247286472,1922-12-01
36,1923.0,1.0,167.68598090277777,6.601810271762905,1923-01-01
37,1923.0,2.0,71.35370249807099,2.8092008857508266,1923-02-01
38,1923.0,3.0,155.19315441743828,6.109966709347964,1923-03-01
39,1923.0,4.0,199.4498577353395,7.852356603753524,1923-04-01
40,1923.0,5.0,180.8032407407408,7.118237824438612,1923-05-01
41,1923.0,6.0,86.83581693672839,3.4187329502648973,1923-06-01
42,1923.0,7.0,123.3293788580247,4.8554873566151455,1923-07-01
43,1923.0,8.0,148.0034481095679,5.8269074058885,1923-08-01
44,1923.0,9.0,99.52707851080248,3.918388917748129,1923-09-01
45,1923.0,10.0,138.59325569058643,5.456427389393167,1923-10-01
46,1923.0,11.0,27.402301552854937,1.0788307697974384,1923-11-01
47,1923.0,12.0,73.99921031057099,2.913354736636653,1923-12-01
48,1924.0,1.0,5.989434513044946,0.2358045083875963,1924-01-01
49,1924.0,2.0,49.19667486496913,1.9368769631877607,1924-02-01
50,1924.0,3.0,36.634617934992285,1.4423077927162318,1924-03-01
51,1924.0,4.0,236.8100163966049,9.32322899199232,1924-04-01
52,1924.0,5.0,176.87044270833334,6.963403256233597,1924-05-01
53,1924.0,6.0,115.05430169753086,4.529696917225625,1924-06-01
54,1924.0,7.0,110.71434944058642,4.358832655141198,1924-07-01
55,1924.0,8.0,123.04431905864196,4.844264529867795,1924-08-01
56,1924.0,9.0,134.75066309799382,5.30514421645645,1924-09-01
57,1924.0,10.0,117.50901813271604,4.626339296563624,1924-10-01
58,1924.0,11.0,49.36707899305556,1.943585787128172,1924-11-01
59,1924.0,12.0,108.1988570601852,4.259797522054535,1924-12-01
60,1925.0,1.0,22.456931785300927,0.8841311726496428,1925-01-01
61,1925.0,2.0,19.36776469666281,0.7625104211284571,1925-02-01
62,1925.0,3.0,120.62489149305556,4.74901147610455,1925-03-01
63,1925.0,4.0,99.74736569251544,3.927061641437616,1925-04-01
64,1925.0,5.0,154.22287326388889,6.0717666639326335,1925-05-01
65,1925.0,6.0,75.44425154320987,2.9702461237484203,1925-06-01
66,1925.0,7.0,118.84657118055556,4.678998865376204,1925-07-01
67,1925.0,8.0,198.06217447916663,7.7977234046916015,1925-08-01
68,1925.0,9.0,147.08868634259258,5.790893163094196,1925-09-01
69,1925.0,10.0,157.12291425540124,6.18594150611816,1925-10-01
70,1925.0,11.0,59.357048128858025,2.336891658616458,1925-11-01
71,1925.0,12.0,43.90285011574074,1.728458665974045,1925-12-01
72,1926.0,1.0,21.58335895302855,0.849738541457817,1926-01-01
73,1926.0,2.0,12.9041748046875,0.5080383781373031,1926-02-01
74,1926.0,3.0,58.28437258873457,2.2946603381391566,1926-03-01
75,1926.0,4.0,43.0289924527392,1.6940548209739843,1926-04-01
76,1926.0,5.0,85.45878544560185,3.364519112031569,1926-05-01
77,1926.0,6.0,202.10035686728395,7.956706963278896,1926-06-01
78,1926.0,7.0,195.44621672453704,7.694732941910908,1926-07-01
79,1926.0,8.0,191.1260006751544,7.524645695872218,1926-08-01
80,1926.0,9.0,129.29569347993828,5.090381633068437,1926-09-01
81,1926.0,10.0,116.60042920524693,4.590568078946729,1926-10-01
82,1926.0,11.0,48.424117476851855,1.9064613179862937,1926-11-01
83,1926.0,12.0,30.451726466049383,1.1988868687421017,1926-12-01
84,1927.0,1.0,53.55500096450617,2.1084646049018176,1927-01-01
85,1927.0,2.0,32.6853931568287,1.2868265022373506,1927-02-01
86,1927.0,3.0,101.79196807484568,4.007557798222272,1927-03-01
87,1927.0,4.0,307.41801697530866,12.103071534460971,1927-04-01
88,1927.0,5.0,153.80344569830248,6.055253767649704,1927-05-01
89,1927.0,6.0,127.49922839506172,5.019654661222903,1927-06-01
90,1927.0,7.0,105.48652102623456,4.153012638828133,1927-07-01
91,1927.0,8.0,140.7615981867284,5.541795204201906,1927-08-01
92,1927.0,9.0,208.33104263117283,8.202009552408379,1927-09-01
93,1927.0,10.0,171.3162495177469,6.744734232982162,1927-10-01
94,1927.0,11.0,97.39342206790124,3.8343866955866632,1927-11-01
95,1927.0,12.0,359.82718460648147,14.166424590806358,1927-12-01
96,1928.0,1.0,22.07453070746528,0.8690760121049322,1928-01-01
97,1928.0,2.0,63.03698278356482,2.4817709757308983,1928-02-01
98,1928.0,3.0,60.827486014660494,2.394782913963012,1928-03-01
99,1928.0,4.0,102.90869743441358,4.051523521039905,1928-04-01
100,1928.0,5.0,102.1321735146605,4.02095171317561,1928-05-01
101,1928.0,6.0,105.61185860339506,4.157947189110042,1928-06-01
102,1928.0,7.0,144.8485966435185,5.702700655256634,1928-07-01
103,1928.0,8.0,278.2052951388889,10.952964375546808,1928-08-01
104,1928.0,9.0,121.2811294367284,4.774847615619228,1928-09-01
105,1928.0,10.0,120.3499469521605,4.738186887880334,1928-10-01
106,1928.0,11.0,94.48251229745372,3.7197839487186495,1928-11-01
107,1928.0,12.0,45.86767879533179,1.8058141258004643,1928-12-01
108,1929.0,1.0,93.93137538580248,3.698085645110333,1929-01-01
109,1929.0,2.0,111.45777874228396,4.38810152528677,1929-02-01
110,1929.0,3.0,52.49078896604938,2.0665664947263536,1929-03-01
111,1929.0,4.0,158.65006510416666,6.2460655552821525,1929-04-01
112,1929.0,5.0,215.2843846450617,8.475763175002431,1929-05-01
113,1929.0,6.0,132.667293595679,5.223121795105473,1929-06-01
114,1929.0,7.0,158.63386140046296,6.245427614191455,1929-07-01
115,1929.0,8.0,215.3368778935185,8.477829838327501,1929-08-01
116,1929.0,9.0,209.69181616512347,8.255583313587538,1929-09-01
117,1929.0,10.0,124.7716652199074,4.912270284248323,1929-10-01
118,1929.0,11.0,154.90796199845678,6.098738661356567,1929-11-01
119,1929.0,12.0,190.7289737654321,7.509014715174493,1929-12-01
120,1930.0,1.0,313.46918402777777,12.341306457786526,1930-01-01
121,1930.0,2.0,44.58132294077932,1.7551701945188711,1930-02-01
122,1930.0,3.0,87.33600983796296,3.43842558417177,1930-03-01
123,1930.0,4.0,84.81767216435185,3.339278431667396,1930-04-01
124,1930.0,5.0,119.99400800540124,4.724173543519735,1930-05-01
125,1930.0,6.0,126.74504484953704,4.989962395651065,1930-06-01
126,1930.0,7.0,96.24745008680556,3.789269688456912,1930-07-01
127,1930.0,8.0,103.05550733024693,4.057303438198698,1930-08-01
128,1930.0,9.0,245.5630787037037,9.667837744240304,1930-09-01
129,1930.0,10.0,131.0303698881173,5.158675979847137,1930-10-01
130,1930.0,11.0,107.65696132330248,4.238463044224507,1930-11-01
131,1930.0,12.0,8.01771225163966,0.3156579626629787,1930-12-01
132,1931.0,1.0,7.464026933834877,0.2938593281037353,1931-01-01
133,1931.0,2.0,35.08689296392747,1.381373738737302,1931-02-01
