,Month,tmean_f
421,February,70.15714246961807
422,March,71.1046603732639
423,April,72.26793077256944
424,May,72.47178005642361
425,June,73.46955566406251
426,July,74.50544433593751
427,August,74.95720486111111
428,September,74.97333170572918
429,October,74.28473036024306
430,November,72.8302218967014
431,December,71.41511230468751
432,January,70.33490668402777
