Year,Month,Day,RF_in
2026,3,31,0.05901147548156
2026,4,1,0.0486947162813958
2026,4,2,0.0201048359203885
2026,4,3,0.065318734580717
2026,4,4,0.0
2026,4,5,0.0004985107211616
2026,4,6,0.0034547983134141
2026,4,7,5.042960870668077
2026,4,8,0.3041676064905949
2026,4,9,0.0046855279049744
2026,4,10,0.7586916744320805
2026,4,11,0.1717584594596031
2026,4,12,0.0026755160512226
2026,4,13,0.0052120503176865
2026,4,14,0.0
2026,4,15,0.0
2026,4,16,0.0006948341210358
2026,4,17,2.4180923787476987e-05
2026,4,18,0.0097915828894326
2026,4,19,0.1167421219496543
2026,4,20,0.0514237544876592
2026,4,21,0.0108057233280698
2026,4,22,0.0059342317125986
2026,4,23,0.0106897824149188
2026,4,24,0.1769754464116193
2026,4,25,0.1315504897147188
2026,4,26,0.095345879175856
2026,4,27,0.6910489151773781
2026,4,28,0.6510097458792045
2026,4,29,0.5837617245408343
