,Month,NDVI
292,August,0.4178493641040943
293,September,0.472317354178723
294,October,0.5531661422164352
295,November,0.6162346733940972
296,December,0.4832898834605276
297,January,0.5921398209936825
298,February,0.5790626149118683
299,March,0.5587355060341918
300,April,0.4918611314561631
301,May,0.3485324294478805
302,June,0.5501382144880883
303,July,0.4764867711950231
