oldMonth,oldNDVI,Month,NDVI
January,0.6797845270604264,November,0.5611815916461709
February,0.6713631147219812,December,0.6434247655044367
March,0.614609708432798,January,0.6797845270604264
April,0.5831053227554133,February,0.6713631147219812
May,0.5615085554711613,March,0.614609708432798
June,0.5403949967589926,April,0.5831053227554133
July,0.48755884125248544,May,0.5615085554711613
August,0.5027502164994663,June,0.5403949967589926
September,0.4975446663011513,July,0.48755884125248544
October,0.4781665331051673,August,0.5027502164994663
November,0.5611815916461709,September,0.4975446663011513
December,0.6434247655044367,October,0.4781665331051673
