Year,Month,tmean_f,datetime,Temp
1990.0,1.0,65.42752549913195,1990-01-01,
1990.0,2.0,63.27793511284722,1990-02-01,
1990.0,3.0,64.12853190104167,1990-03-01,
1990.0,4.0,66.50103624131944,1990-04-01,
1990.0,5.0,67.01297743055557,1990-05-01,
1990.0,6.0,68.43111165364584,1990-06-01,
1990.0,7.0,69.50745442708333,1990-07-01,
1990.0,8.0,70.76372612847223,1990-08-01,
1990.0,9.0,70.86570095486111,1990-09-01,
1990.0,10.0,69.29634331597222,1990-10-01,
1990.0,11.0,68.41081542968749,1990-11-01,
1990.0,12.0,64.85147026909722,1990-12-01,
1991.0,1.0,63.68401421440973,1991-01-01,
1991.0,2.0,65.27127007378473,1991-02-01,
1991.0,3.0,63.71283094618056,1991-03-01,
1991.0,4.0,65.06733398437501,1991-04-01,
1991.0,5.0,66.38236490885416,1991-05-01,
1991.0,6.0,66.97585177951389,1991-06-01,
1991.0,7.0,68.65748697916666,1991-07-01,
1991.0,8.0,70.14501953125,1991-08-01,
1991.0,9.0,69.68177625868056,1991-09-01,
1991.0,10.0,68.41885308159723,1991-10-01,
1991.0,11.0,68.31407335069444,1991-11-01,
1991.0,12.0,65.45548502604167,1991-12-01,
1992.0,1.0,63.22960611979167,1992-01-01,
1992.0,2.0,63.52015516493056,1992-02-01,
1992.0,3.0,64.32380099826389,1992-03-01,
1992.0,4.0,65.29452039930555,1992-04-01,
1992.0,5.0,67.71742078993056,1992-05-01,
1992.0,6.0,68.87925889756944,1992-06-01,
1992.0,7.0,69.06329752604168,1992-07-01,
1992.0,8.0,69.85154079861111,1992-08-01,
1992.0,9.0,70.49526095920139,1992-09-01,
1992.0,10.0,69.81318901909722,1992-10-01,
1992.0,11.0,67.89162868923611,1992-11-01,
1992.0,12.0,66.01161295572916,1992-12-01,
1993.0,1.0,63.116845703125,1993-01-01,
1993.0,2.0,62.34841579861112,1993-02-01,
1993.0,3.0,63.71727701822917,1993-03-01,
1993.0,4.0,65.50577799479166,1993-04-01,
1993.0,5.0,65.56946072048612,1993-05-01,
1993.0,6.0,67.72866753472222,1993-06-01,
1993.0,7.0,68.35448133680555,1993-07-01,
1993.0,8.0,69.65075412326388,1993-08-01,
1993.0,9.0,69.58296440972222,1993-09-01,
1993.0,10.0,68.68509114583333,1993-10-01,
1993.0,11.0,65.94918619791667,1993-11-01,
1993.0,12.0,64.16236436631945,1993-12-01,
1994.0,1.0,62.68114691840277,1994-01-01,
1994.0,2.0,64.40793728298611,1994-02-01,
1994.0,3.0,63.849462890625,1994-03-01,
1994.0,4.0,64.84748263888889,1994-04-01,
1994.0,5.0,66.29957139756945,1994-05-01,
1994.0,6.0,67.22711046006944,1994-06-01,
1994.0,7.0,69.82652452256946,1994-07-01,
1994.0,8.0,69.88745659722223,1994-08-01,
1994.0,9.0,69.85473904079862,1994-09-01,
1994.0,10.0,68.64888780381945,1994-10-01,
1994.0,11.0,66.50400119357639,1994-11-01,
1994.0,12.0,64.17627224392362,1994-12-01,
1995.0,1.0,64.37569986979167,1995-01-01,
1995.0,2.0,64.00269911024306,1995-02-01,
1995.0,3.0,65.93111165364584,1995-03-01,
1995.0,4.0,65.66333550347221,1995-04-01,
1995.0,5.0,66.81182725694444,1995-05-01,
1995.0,6.0,67.9238525390625,1995-06-01,
1995.0,7.0,69.37218695746527,1995-07-01,
1995.0,8.0,69.09569769965279,1995-08-01,
1995.0,9.0,69.28755425347222,1995-09-01,
1995.0,10.0,68.86028917100694,1995-10-01,
1995.0,11.0,68.30266927083333,1995-11-01,
1995.0,12.0,67.23755967881945,1995-12-01,
1996.0,1.0,65.7091037326389,1996-01-01,
1996.0,2.0,63.50636121961806,1996-02-01,
1996.0,3.0,64.0136935763889,1996-03-01,
1996.0,4.0,67.18740776909723,1996-04-01,
1996.0,5.0,68.63218587239584,1996-05-01,
1996.0,6.0,69.23755425347223,1996-06-01,
1996.0,7.0,69.53527018229167,1996-07-01,
1996.0,8.0,69.57119411892361,1996-08-01,
1996.0,9.0,69.39182942708334,1996-09-01,
1996.0,10.0,69.64516059027778,1996-10-01,
1996.0,11.0,68.41244303385417,1996-11-01,
1996.0,12.0,65.39892578125,1996-12-01,
1997.0,1.0,65.34250759548611,1997-01-01,
1997.0,2.0,64.45468207465278,1997-02-01,
1997.0,3.0,65.19548611111111,1997-03-01,
1997.0,4.0,65.79651692708333,1997-04-01,
