,Month,tmean_f
421,February,65.86285807291667
422,March,66.42064615885417
423,April,67.573779296875
424,May,67.82600097656251
425,June,69.19355468750001
426,July,70.37204318576389
427,August,70.88401692708334
428,September,70.49385036892362
429,October,69.74544813368055
430,November,68.382666015625
431,December,66.9846652560764
432,January,65.99226074218751
