,Month,MRF,Phase,Count,MeRF,MnRF,MeAnom,MnAnom,MT,MeT,MnT
0,1,5.47050715153797,SEL,11,3.7318395854667084,0.600197310812494,-1.7386675660712618,-4.870309840725477,65.16269868668041,65.33061606383255,63.32626410590278
1,1,5.47050715153797,WEL,15,5.790858894724658,0.3286819702753628,0.3203517431866878,-5.1418251812626075,65.16269868668041,65.51657161219907,64.32808973524305
2,1,5.47050715153797,NUT,20,6.758479235064963,0.8872724629310659,1.2879720835269932,-4.583234688606904,65.16269868668041,64.5498030279441,62.51924641927084
3,1,5.47050715153797,WLA,19,4.417817767360871,0.499882735605315,-1.052689384177099,-4.970624415932655,65.16269868668041,65.70456921144326,63.65490572432266
4,1,5.47050715153797,SLA,10,6.326679522318825,2.299034316673957,0.8561723707808548,-3.171472834864013,65.16269868668041,64.0691717199573,63.23093105515376
5,2,4.243335236832783,SEL,10,2.3984164518599402,0.4134617424734343,-1.8449187849728426,-3.8298734943593487,64.72938504752976,64.51452012716481,63.495844184027774
6,2,4.243335236832783,WEL,9,4.005859357859553,0.6799213761338644,-0.23747587897323008,-3.5634138606989185,64.72938504752976,64.20628970057702,63.93282877604167
7,2,4.243335236832783,NUT,29,4.7763072152106325,0.6322189632166205,0.5329719783778497,-3.611116273616162,64.72938504752976,64.83054474174244,62.065380859375
8,2,4.243335236832783,WLA,19,5.134784797458101,1.088000460988383,0.8914495606253183,-3.1553347758443997,64.72938504752976,64.8800074336006,63.12726487557913
9,2,4.243335236832783,SLA,8,2.7674279537888813,0.2432960739424987,-1.4759072830439015,-4.0000391628902845,64.72938504752976,64.68496273683208,63.393023785642725
10,3,5.433821848748219,SEL,8,3.5519853727085384,0.2960523692676436,-1.8818364760396808,-5.137769479480576,65.34056624368897,65.34922557286379,64.36503906249999
11,3,5.433821848748219,WEL,5,5.1694035478638085,1.456010354391465,-0.26441830088441076,-3.977811494356754,65.34056624368897,65.11677239405974,64.53411758325973
12,3,5.433821848748219,NUT,39,6.105370496288764,0.8088115233425683,0.6715486475405443,-4.6250103254056505,65.34056624368897,65.44371701613994,63.57999674479167
13,3,5.433821848748219,WLA,20,5.277425628599811,1.3342440606925003,-0.15639622014840793,-4.0995777880557185,65.34056624368897,65.2272394599568,63.042593535787546
