Year,Month,Day,RF_in
2026,3,31,0.1129139636642235
2026,4,1,0.0262279441895053
2026,4,2,0.0080739465644712
2026,4,3,0.0152167317192142
2026,4,4,9.504628967147208e-05
2026,4,5,0.0003417923393223
2026,4,6,0.0005674969411816
2026,4,7,0.0
2026,4,8,0.2501465686268926
2026,4,9,0.0113777730976444
2026,4,10,0.6993914545132813
2026,4,11,0.260079540431795
2026,4,12,0.2476105273285609
2026,4,13,0.3121534992587732
2026,4,14,0.007046676996186
2026,4,15,0.0165129148242795
2026,4,16,0.0
2026,4,17,0.005724993973023
2026,4,18,0.0043917369759093
2026,4,19,0.0242818274488251
2026,4,20,0.0036478121403274
2026,4,21,0.005687171010450985
