oldMonth,oldNDVI,Month,NDVI
January,0.6263746322820216,November,0.5966644277690369
February,0.5959661497893157,December,0.6571302343297887
March,0.5411980588936511,January,0.6263746322820216
April,0.557843237294544,February,0.5959661497893157
May,0.5011947972369216,March,0.5411980588936511
June,0.46184117977435774,April,0.557843237294544
July,0.46855943132782707,May,0.5011947972369216
August,0.5209555304401394,June,0.46184117977435774
September,0.5421159967058404,July,0.46855943132782707
October,0.6024409898212719,August,0.5209555304401394
November,0.5966644277690369,September,0.5421159967058404
December,0.6571302343297887,October,0.6024409898212719
