,Month,RF
1264,May,4.513236708041704
1265,June,2.391794226405293
1266,July,3.481595304601682
1267,August,1.4890393509025348
1268,September,1.982513721429353
1269,October,2.7530570858547194
1270,November,2.751999071947604
1271,December,6.507627573029066
1272,January,6.012035157389181
1273,February,13.123664310841354
1274,March,28.82744528895693
1275,April,6.861082536666424
