,datetime,RF_in_scale_3,SPI-3
0,1920-01-01,,
1,1920-02-01,,
2,1920-03-01,19.562485380516673,0.09445060707572497
3,1920-04-01,17.088595872673036,-0.0788794234950198
4,1920-05-01,20.78203888250948,0.5024565884503354
5,1920-06-01,11.258854755243268,-0.27538648192442045
6,1920-07-01,11.685410932791388,0.05755650613182328
7,1920-08-01,10.094512823755103,-0.15605664534028743
8,1920-09-01,10.289418066719525,-0.35813906017080893
9,1920-10-01,9.933260871959147,-0.7131758382319912
10,1920-11-01,12.400336418993632,-0.6360056700516296
11,1920-12-01,22.535310798823758,0.4618823775630204
12,1921-01-01,39.71363849701079,1.8726533484412473
13,1921-02-01,35.66935826543818,1.6306287430449493
14,1921-03-01,25.631494990263807,0.7056220089005428
15,1921-04-01,8.22518831603298,-1.5021359176783666
16,1921-05-01,9.308401133560562,-1.2259579103487068
17,1921-06-01,7.8839192613401625,-1.0262832997368776
18,1921-07-01,7.490511575592981,-0.9824893488296583
19,1921-08-01,6.362605621020462,-1.3301722288945903
20,1921-09-01,7.807397420591522,-1.0696419355107996
21,1921-10-01,10.214937495063552,-0.6481888596467892
22,1921-11-01,11.583609964336055,-0.7982987183629884
23,1921-12-01,19.774064903670897,0.0970322319650391
24,1922-01-01,22.069722499422816,0.2807139642537167
25,1922-02-01,23.649858437834162,0.5393015758006847
26,1922-03-01,17.97960449171284,-0.08533529803500109
27,1922-04-01,14.178457185039372,-0.4734455727688753
28,1922-05-01,12.68541610656958,-0.6114110021252277
29,1922-06-01,9.07624112768239,-0.7394302755654897
30,1922-07-01,7.538601131889765,-0.968531410039446
31,1922-08-01,6.879073045014339,-1.1433085585683855
32,1922-09-01,11.721164588041947,0.00017511216937889183
33,1922-10-01,15.549848973142684,0.4024141293976959
34,1922-11-01,18.147151839852484,0.3396225920761821
35,1922-12-01,13.24568039360206,-0.9288330269766841
36,1923-01-01,26.38841506099173,0.7307761297913811
37,1923-02-01,29.182722822760223,1.0777592237992921
38,1923-03-01,37.59659301484884,1.6770705774774017
39,1923-04-01,33.2454797317002,1.5476289729721242
40,1923-05-01,27.119729201601537,1.1846453023024275
41,1923-06-01,18.37091264403039,0.9092498653921763
42,1923-07-01,5.165578820469707,-1.7488666373265787
43,1923-08-01,5.344333094295288,-1.7322865396847018
44,1923-09-01,8.867310911222903,-0.7492134628084467
45,1923-10-01,12.261538901875547,-0.20925807571761543
46,1923-11-01,12.606436009192429,-0.5962146408320382
47,1923-12-01,20.985890015158695,0.26106656835502173
48,1924-01-01,17.21314437746063,-0.3020067422933569
49,1924-02-01,18.557466625808058,-0.035603299682915035
50,1924-03-01,10.520801531210509,-1.1211306481607684
51,1924-04-01,27.72964123028458,1.0661778100567043
52,1924-05-01,27.852305815288712,1.2565447915615198
53,1924-06-01,24.798136262698065,1.741044756093227
54,1924-07-01,11.165793200003646,-0.05579450704072155
55,1924-08-01,9.706844234531449,-0.26250404558693874
56,1924-09-01,10.06991055914018,-0.41599586107307684
57,1924-10-01,16.050235677463064,0.4876979367129348
58,1924-11-01,17.06913677077258,0.1743426958337486
59,1924-12-01,20.917384919983963,0.25196418926065955
60,1925-01-01,14.22283681011228,-0.7186932268771145
61,1925-02-01,14.730717660943426,-0.542106035406815
62,1925-03-01,16.933793581249397,-0.21004596285398897
63,1925-04-01,16.528497360139017,-0.15106836747600236
64,1925-05-01,15.096898694954803,-0.239006504316045
65,1925-06-01,8.544083628001365,-0.8640140374881758
66,1925-07-01,8.50362183459707,-0.7005997758202652
67,1925-08-01,8.696092316531184,-0.5542715120194331
68,1925-09-01,10.708730005483261,-0.24989795643078208
69,1925-10-01,12.4144302179784,-0.1785264290631601
70,1925-11-01,16.09380933231871,0.018706252149338937
71,1925-12-01,15.652469914242495,-0.5173483336552785
72,1926-01-01,12.921001723200403,-0.9190820449510377
73,1926-02-01,7.862318262734523,-1.7501358966405487
74,1926-03-01,6.771163933013152,-1.8573309643394695
75,1926-04-01,5.936909287434995,-2.0447169302143164
76,1926-05-01,6.517073990154447,-1.86760545520446
77,1926-06-01,12.081081078515364,-0.11652585260481571
78,1926-07-01,13.753980961255717,0.47814016057619546
79,1926-08-01,15.739205694991256,1.1543675007376362
80,1926-09-01,11.294276149509093,-0.10342498109467421
81,1926-10-01,11.542750407067176,-0.3573136511884531
82,1926-11-01,9.512426940556045,-1.248729102194254
83,1926-12-01,9.841488252011036,-1.610745390680382
84,1927-01-01,14.621295574815303,-0.6599016063603653
85,1927-02-01,16.829431829918832,-0.25458870529941485
86,1927-03-01,28.089001420937837,0.9259085634161656
87,1927-04-01,31.822937076984303,1.4286795711472449
88,1927-05-01,40.1489098801886,2.316704309504746
89,1927-06-01,27.780307233188736,2.080319860203095
90,1927-07-01,18.54220872673034,1.31279265074375
91,1927-08-01,10.050115398986586,-0.16810633849274956
92,1927-09-01,12.357534084281133,0.15002772381161028
93,1927-10-01,12.35367439828485,-0.19070782784363524
94,1927-11-01,19.885222104127177,0.5929265713014169
95,1927-12-01,44.39843555389995,2.6476570839281672
96,1928-01-01,44.96015122811255,2.254201938058227
97,1928-02-01,36.28747808976136,1.6798435280446713
98,1928-03-01,9.304366535888743,-1.335779779639738
99,1928-04-01,12.808143346502261,-0.6786175493723605
100,1928-05-01,12.971993341869592,-0.5647504457158232
101,1928-06-01,12.944423986660956,0.042626973997964945
102,1928-07-01,11.22720238719075,-0.042216714920063805
103,1928-08-01,13.198706166232261,0.6111496293375065
104,1928-09-01,15.035409527802083,0.7298511226515723
105,1928-10-01,14.160353707956647,0.15563506833287633
