,Month,tmean_f
421,February,69.78841688368055
422,March,70.90050455729167
423,April,71.95051812065972
424,May,72.78177625868057
425,June,74.32866753472223
426,July,75.21906467013889
427,August,75.91068250868057
428,September,75.89459092881944
429,October,74.9099609375
430,November,72.74673665364583
431,December,71.63955620659723
432,January,69.96251085069444
