Year,Month,Day,RF_in
2026,3,31,0.0001752105534012
2026,4,1,0.0046893094132242
2026,4,2,1.3217445047572437e-06
2026,4,3,0.0005697689518076
2026,4,4,0.0
2026,4,5,0.0144484013686945
2026,4,6,0.0037264828548911
2026,4,7,0.0706184827007843
2026,4,8,0.9633388094690204
2026,4,9,0.0600014723018224
2026,4,10,0.2023682251747882
2026,4,11,0.4704739895184001
2026,4,12,3.175915910630529
2026,4,13,0.037479610152016
2026,4,14,0.0007110675361398
2026,4,15,0.0
2026,4,16,0.0007971378136181
2026,4,17,1.294497990325346e-09
2026,4,18,0.0003131002381833
2026,4,19,0.0004397874278508
2026,4,20,0.0
2026,4,21,5.25413502394846e-05
