Year,Month,Day,RF_in
2026,3,1,0.0001514008386589
2026,3,2,0.0010657431004612
2026,3,3,0.0198135587347947
2026,3,4,0.0002565476154347
2026,3,5,0.0001067185545032
2026,3,6,0.0005560700812515
2026,3,7,0.0004321221442198
2026,3,8,0.0002077147849878
2026,3,9,0.0001095794050758
2026,3,10,6.40604135488831e-05
2026,3,11,1.580456570261617
2026,3,12,0.8005043460686121
2026,3,13,4.2034593494823564
2026,3,14,3.2387324604172743
2026,3,15,0.1685271027183885
2026,3,16,0.3082313956632157
2026,3,17,1.1473142680081658
2026,3,18,0.0002133690274884
2026,3,20,1.7548178792104112
2026,3,21,6.125139169886751
2026,3,22,0.3741856757922621
2026,3,23,0.0542660024662783
2026,3,24,0.0186164123944549
2026,3,27,0.0043766025993026
2026,3,28,0.0483236519602259
2026,3,29,0.0
2026,3,30,0.00015795088908270683
