Year,Month,RF_mm,RF_in,datetime
1920.0,1.0,109.81354345034246,4.323367852375688,1920-01-01
1920.0,2.0,16.20074546500428,0.6378246246064678,1920-02-01
1920.0,3.0,74.23351883561644,2.922579481717183,1920-03-01
1920.0,4.0,16.319780741652398,0.6425110528209605,1920-04-01
1920.0,5.0,20.630392832298803,0.8122201902479844,1920-05-01
1920.0,6.0,16.294784754922944,0.641526958855234,1920-06-01
1920.0,7.0,21.49126779216609,0.8461129052033897,1920-07-01
1920.0,8.0,14.747779323630136,0.580621233213785,1920-08-01
1920.0,9.0,15.367327964469178,0.6050129119869755,1920-09-01
1920.0,10.0,27.63892604880137,1.0881466948346996,1920-10-01
1920.0,11.0,22.886096693065067,0.9010274288608294,1920-11-01
1920.0,12.0,87.15511290667808,3.431303657743232,1920-12-01
1921.0,1.0,222.7797517123288,8.770856366627116,1921-01-01
1921.0,2.0,47.50053844713185,1.870099938863459,1921-02-01
1921.0,3.0,56.77261477953767,2.2351423141550266,1921-03-01
1921.0,4.0,21.713342117936644,0.8548559888951436,1921-04-01
1921.0,5.0,12.312736615742722,0.4847534100686111,1921-05-01
1921.0,6.0,7.782365354773116,0.3063923368020912,1921-06-01
1921.0,7.0,27.490983518835616,1.0823221857809298,1921-07-01
1921.0,8.0,20.118903173159246,0.7920828020928837,1921-08-01
1921.0,9.0,7.075564031731592,0.2785655130602989,1921-09-01
1921.0,10.0,25.550177587221743,1.0059125034339271,1921-10-01
1921.0,11.0,82.75733090753425,3.258162634154892,1921-11-01
1921.0,12.0,49.10963920697774,1.9334503624794384,1921-12-01
1922.0,1.0,97.93969392123287,3.8558934614658615,1922-01-01
1922.0,2.0,80.21076359160959,3.1579040784098265,1922-02-01
1922.0,3.0,101.6015625,4.000061515748032,1922-03-01
1922.0,4.0,34.779584492722606,1.3692749800284492,1922-04-01
1922.0,5.0,8.292904370451627,0.3264922980492766,1922-05-01
1922.0,6.0,7.177667487157534,0.2825853341400604,1922-06-01
1922.0,7.0,23.75981913527397,0.9354259502076367,1922-07-01
1922.0,8.0,10.239075543129282,0.4031132103594205,1922-08-01
1922.0,9.0,25.93270079730308,1.020972472334767,1922-09-01
1922.0,10.0,34.15771484375,1.3447919229822836,1922-10-01
