,Month,NDVI
293,September,0.6618078726309317
294,October,0.6262084113226997
295,November,0.6895315853165992
296,December,0.5718155849127122
297,January,0.4023031540858893
298,February,0.5881423950195312
299,March,0.5840765870647666
300,April,0.4177252687053916
301,May,0.5032662285698785
302,June,0.4013209401825328
303,July,0.3198313771942515
304,August,0.2928976836027922
