Year,Month,Day,RF_in
2026,3,31,0.1363542122338874
2026,4,1,0.0092686843834987
2026,4,2,0.0204072620194936
2026,4,3,0.0139371208724167
2026,4,4,0.0001609467510997
2026,4,5,0.0001030661403999
2026,4,6,0.001062995735985
2026,4,7,0.0360891535549362
2026,4,8,0.1279349562099008
2026,4,9,0.0516324818765872
2026,4,10,0.6366679971345813
2026,4,11,0.3992867472105266
2026,4,12,0.1409782764920227
2026,4,13,0.0046112039780563
2026,4,14,0.0
2026,4,15,0.0
2026,4,16,0.0087289345719856
2026,4,17,0.0037854427242343
2026,4,18,0.0143799578308004
2026,4,19,0.034180006411213
2026,4,20,0.0109921964621467
2026,4,21,0.002171746192131884
