oldMonth,oldNDVI,Month,NDVI
January,0.6442056575822241,November,0.49568165720244983
February,0.6088228371702594,December,0.6420174078293789
March,0.5470453794502917,January,0.6442056575822241
April,0.4914387560751137,February,0.6088228371702594
May,0.47299683127987413,March,0.5470453794502917
June,0.4223409708861725,April,0.4914387560751137
July,0.3710645402145748,May,0.47299683127987413
August,0.4088466595380734,June,0.4223409708861725
September,0.4228104458235607,July,0.3710645402145748
October,0.4196378439806352,August,0.4088466595380734
November,0.49568165720244983,September,0.4228104458235607
December,0.6420174078293789,October,0.4196378439806352
