,Month,Temp
415,August,68.37530381944444
416,September,67.64807942708333
417,October,66.8406521267361
418,November,65.10603841145834
419,December,64.85750054253472
420,January,62.91565755208333
421,February,63.17361111111112
422,March,63.201085069444446
423,April,64.43600802951389
424,May,64.802001953125
425,June,66.40688747829861
426,July,67.6796413845486
