,oldMonth,OldTemp,Month,Temp
0,January,62.08603494433456,May,64.66410376516801
1,February,61.55724673519636,June,65.86744290189722
2,March,62.11606907361995,July,67.08904548002437
3,April,63.132223671043135,August,67.56557353199847
4,May,64.66410376516801,September,67.12296872170107
5,June,65.86744290189722,October,66.63100575282407
6,July,67.08904548002437,November,65.02166338290117
7,August,67.56557353199847,December,63.06976052895777
8,September,67.12296872170107,January,62.08603494433456
9,October,66.63100575282407,February,61.55724673519636
10,November,65.02166338290117,March,62.11606907361995
11,December,63.06976052895777,April,63.132223671043135
