,Year,Month,Temp,datetime
0,1990.0,1.0,54.1467041015625,1990-01-01
1,1990.0,2.0,51.20782470703125,1990-02-01
2,1990.0,3.0,52.029361979166666,1990-03-01
3,1990.0,4.0,53.94413519965278,1990-04-01
4,1990.0,5.0,55.11544053819445,1990-05-01
5,1990.0,6.0,56.205417209201386,1990-06-01
6,1990.0,7.0,57.825927734375,1990-07-01
7,1990.0,8.0,58.89087456597223,1990-08-01
8,1990.0,9.0,59.51728515625,1990-09-01
9,1990.0,10.0,57.82656792534722,1990-10-01
10,1990.0,11.0,58.23627658420139,1990-11-01
11,1990.0,12.0,54.06017523871528,1990-12-01
12,1991.0,1.0,50.675105794270834,1991-01-01
13,1991.0,2.0,51.8023193359375,1991-02-01
14,1991.0,3.0,53.19478624131945,1991-03-01
15,1991.0,4.0,53.456060112847226,1991-04-01
16,1991.0,5.0,54.53664008246528,1991-05-01
17,1991.0,6.0,55.230829535590274,1991-06-01
18,1991.0,7.0,56.76187065972222,1991-07-01
19,1991.0,8.0,59.855829535590274,1991-08-01
20,1991.0,9.0,56.81708984375,1991-09-01
21,1991.0,10.0,54.74971245659722,1991-10-01
22,1991.0,11.0,55.39175618489583,1991-11-01
23,1991.0,12.0,53.46253797743056,1991-12-01
24,1992.0,1.0,49.50408257378472,1992-01-01
25,1992.0,2.0,50.43406982421875,1992-02-01
26,1992.0,3.0,51.621709526909726,1992-03-01
27,1992.0,4.0,52.085308159722224,1992-04-01
28,1992.0,5.0,55.34810112847222,1992-05-01
29,1992.0,6.0,58.13003472222222,1992-06-01
30,1992.0,7.0,58.808680555555554,1992-07-01
31,1992.0,8.0,59.72007378472222,1992-08-01
32,1992.0,9.0,60.38519422743056,1992-09-01
33,1992.0,10.0,58.58126627604167,1992-10-01
34,1992.0,11.0,57.55318196614583,1992-11-01
35,1992.0,12.0,55.27326388888889,1992-12-01
36,1993.0,1.0,50.80318196614583,1993-01-01
37,1993.0,2.0,50.2179443359375,1993-02-01
38,1993.0,3.0,52.37224663628473,1993-03-01
39,1993.0,4.0,54.66544189453125,1993-04-01
40,1993.0,5.0,54.568820529513886,1993-05-01
