oldMonth,RF_in,Month,RF
January,3.3974432816588362,May,0.8761152660062136
February,2.1731917538279,June,0.6403194024080756
March,3.023721988438525,July,1.1007635702510907
April,1.4791810941955832,August,1.1055801477426583
May,0.8761152660062136,September,0.9678529931503249
June,0.6403194024080756,October,1.3093485668923663
July,1.1007635702510907,November,2.600566238373
August,1.1055801477426583,December,2.7065638464390838
September,0.9678529931503249,January,3.3974432816588362
October,1.3093485668923663,February,2.1731917538279
November,2.600566238373,March,3.023721988438525
December,2.7065638464390838,April,1.4791810941955832
