,Month,Temp
415,August,76.60943196614583
416,September,76.42833387586805
417,October,75.9073974609375
418,November,73.55820041232639
419,December,72.68804524739583
420,January,70.85547417534721
421,February,70.80543891059028
422,March,71.92823621961806
423,April,73.23265516493055
424,May,73.96807454427083
425,June,75.42956000434027
426,July,76.27792154947917
