,Month,Temp,Year,datetime
0,1.0,63.47978244357639,,1990-01-01
1,2.0,60.88368598090278,,1990-02-01
2,3.0,61.3103271484375,,1990-03-01
3,4.0,63.498074001736114,,1990-04-01
4,5.0,64.52523328993055,,1990-05-01
5,6.0,66.84011501736111,,1990-06-01
6,7.0,67.32266710069445,,1990-07-01
7,8.0,68.65192057291667,,1990-08-01
8,9.0,69.2880099826389,,1990-09-01
9,10.0,68.0769504123264,,1990-10-01
10,11.0,67.22695041232639,,1990-11-01
11,12.0,64.05431315104167,,1990-12-01
12,1.0,61.311436631944446,,1991-01-01
13,2.0,62.28918728298611,,1991-02-01
14,3.0,62.42051323784722,,1991-03-01
15,4.0,63.36079915364584,,1991-04-01
16,5.0,64.75119357638889,,1991-05-01
17,6.0,65.68624674479167,,1991-06-01
18,7.0,67.38009982638889,,1991-07-01
19,8.0,69.25042317708333,,1991-08-01
20,9.0,68.5257785373264,,1991-09-01
21,10.0,67.30438910590277,,1991-10-01
22,11.0,67.06926540798611,,1991-11-01
23,12.0,65.24948459201389,,1991-12-01
24,1.0,61.26009928385416,,1992-01-01
25,2.0,61.64849989149306,,1992-02-01
26,3.0,61.845065646701386,,1992-03-01
27,4.0,62.87661946614583,,1992-04-01
28,5.0,65.76641167534723,,1992-05-01
29,6.0,67.84679361979167,,1992-06-01
30,7.0,68.8708740234375,,1992-07-01
31,8.0,70.07100423177084,,1992-08-01
32,9.0,70.06886393229166,,1992-09-01
33,10.0,68.37297634548611,,1992-10-01
34,11.0,66.93880479600695,,1992-11-01
35,12.0,65.87506781684027,,1992-12-01
36,1.0,60.42755262586806,,1993-01-01
37,2.0,59.84624837239584,,1993-02-01
38,3.0,61.32145182291667,,1993-03-01
39,4.0,64.91817220052084,,1993-04-01
40,5.0,64.93761664496527,,1993-05-01
41,6.0,67.44723036024305,,1993-06-01
42,7.0,68.826171875,,1993-07-01
43,8.0,69.33978949652777,,1993-08-01
44,9.0,68.90272081163195,,1993-09-01
45,10.0,67.4474365234375,,1993-10-01
46,11.0,65.03468153211806,,1993-11-01
47,12.0,63.37020128038194,,1993-12-01
48,1.0,60.75376247829861,,1994-01-01
49,2.0,63.28249511718751,,1994-02-01
50,3.0,62.32393934461805,,1994-03-01
51,4.0,63.79752875434028,,1994-04-01
52,5.0,65.42426215277777,,1994-05-01
53,6.0,67.206982421875,,1994-06-01
54,7.0,69.45224880642363,,1994-07-01
55,8.0,70.16701388888889,,1994-08-01
56,9.0,69.99277886284722,,1994-09-01
57,10.0,68.13821614583334,,1994-10-01
58,11.0,67.21834038628472,,1994-11-01
59,12.0,63.60074598524305,,1994-12-01
60,1.0,61.572756618923606,,1995-01-01
61,2.0,61.22240939670139,,1995-02-01
62,3.0,63.09345974392362,,1995-03-01
63,4.0,63.96893174913195,,1995-04-01
64,5.0,65.03987358940972,,1995-05-01
65,6.0,67.18717176649307,,1995-06-01
66,7.0,68.93091091579862,,1995-07-01
67,8.0,68.69458821614583,,1995-08-01
68,9.0,68.0541015625,,1995-09-01
69,10.0,68.37230902777779,,1995-10-01
70,11.0,67.27212185329861,,1995-11-01
71,12.0,65.21670464409722,,1995-12-01
72,1.0,64.32942708333333,,1996-01-01
73,2.0,62.07938368055555,,1996-02-01
74,3.0,61.51776258680556,,1996-03-01
75,4.0,66.29493815104166,,1996-04-01
76,5.0,66.80933159722221,,1996-05-01
77,6.0,68.87374945746528,,1996-06-01
78,7.0,70.18235134548611,,1996-07-01
79,8.0,69.38180609809028,,1996-08-01
80,9.0,69.91022406684027,,1996-09-01
81,10.0,69.52436252170139,,1996-10-01
82,11.0,67.98077528211806,,1996-11-01
83,12.0,64.00150010850695,,1996-12-01
84,1.0,62.671839735243054,,1997-01-01
85,2.0,63.90112575954861,,1997-02-01
86,3.0,64.10205349392362,,1997-03-01
87,4.0,64.62859429253473,,1997-04-01
88,5.0,64.84688313802083,,1997-05-01
89,6.0,69.09922417534722,,1997-06-01
90,7.0,69.12237413194444,,1997-07-01
91,8.0,69.22865125868056,,1997-08-01
92,9.0,70.03052571614583,,1997-09-01
93,10.0,68.94579806857638,,1997-10-01
94,11.0,66.04054361979166,,1997-11-01
95,12.0,63.85549045138889,,1997-12-01
96,1.0,61.1408447265625,,1998-01-01
97,2.0,61.33663465711805,,1998-02-01
98,3.0,62.46233181423611,,1998-03-01
99,4.0,64.13999837239584,,1998-04-01
100,5.0,64.24002549913195,,1998-05-01
101,6.0,66.3545383029514,,1998-06-01
102,7.0,67.3409884982639,,1998-07-01
103,8.0,68.54858940972223,,1998-08-01
104,9.0,68.06104871961806,,1998-09-01
105,10.0,67.68016493055555,,1998-10-01
106,11.0,67.07830132378473,,1998-11-01
107,12.0,64.2970458984375,,1998-12-01
108,1.0,62.90890299479167,,1999-01-01
109,2.0,62.30766059027778,,1999-02-01
110,3.0,63.2029296875,,1999-03-01
111,4.0,63.83510742187501,,1999-04-01
112,5.0,65.08428276909723,,1999-05-01
113,6.0,66.51091579861111,,1999-06-01
114,7.0,67.08915473090278,,1999-07-01
115,8.0,67.86542968750001,,1999-08-01
116,9.0,67.85525716145834,,1999-09-01
117,10.0,66.86363118489584,,1999-10-01
118,11.0,66.27108561197917,,1999-11-01
119,12.0,64.89625379774306,,1999-12-01
120,1.0,61.96542697482639,,2000-01-01
121,2.0,62.61866319444445,,2000-02-01
122,3.0,63.79787055121528,,2000-03-01
123,4.0,63.89996473524305,,2000-04-01
124,5.0,65.50670844184027,,2000-05-01
125,6.0,67.40302734375001,,2000-06-01
126,7.0,69.13234592013889,,2000-07-01
127,8.0,69.21019694010417,,2000-08-01
128,9.0,68.39723307291666,,2000-09-01
129,10.0,68.90190972222223,,2000-10-01
130,11.0,67.3059326171875,,2000-11-01
131,12.0,64.06313747829861,,2000-12-01
132,1.0,63.58799370659722,,2001-01-01
133,2.0,63.38774956597222,,2001-02-01
134,3.0,63.43923068576389,,2001-03-01
135,4.0,65.042333984375,,2001-04-01
136,5.0,65.43883192274305,,2001-05-01
137,6.0,67.4291015625,,2001-06-01
138,7.0,68.80592719184028,,2001-07-01
139,8.0,69.94941134982639,,2001-08-01
140,9.0,69.56319715711805,,2001-09-01
141,10.0,68.7444308810764,,2001-10-01
142,11.0,67.39144422743055,,2001-11-01
143,12.0,66.37438151041667,,2001-12-01
144,1.0,64.0328830295139,,2002-01-01
145,2.0,62.22957628038195,,2002-02-01
146,3.0,63.67104220920139,,2002-03-01
147,4.0,65.44029405381946,,2002-04-01
148,5.0,67.4771484375,,2002-05-01
149,6.0,68.30553114149305,,2002-06-01
150,7.0,68.94951171875,,2002-07-01
151,8.0,70.89074164496529,,2002-08-01
152,9.0,69.31701117621529,,2002-09-01
153,10.0,68.97010362413195,,2002-10-01
154,11.0,66.42269422743055,,2002-11-01
155,12.0,64.25522732204861,,2002-12-01
156,1.0,62.87958984375,,2003-01-01
157,2.0,62.54864366319444,,2003-02-01
158,3.0,64.552685546875,,2003-03-01
159,4.0,65.78701171875,,2003-04-01
160,5.0,66.69004177517361,,2003-05-01
161,6.0,68.05618218315972,,2003-06-01
162,7.0,70.10607096354167,,2003-07-01
163,8.0,70.52873806423611,,2003-08-01
164,9.0,69.80706651475694,,2003-09-01
165,10.0,69.87193467881944,,2003-10-01
166,11.0,67.78844672309027,,2003-11-01
167,12.0,66.05492350260417,,2003-12-01
168,1.0,64.3402072482639,,2004-01-01
169,2.0,65.79986707899306,,2004-02-01
170,3.0,64.7686740451389,,2004-03-01
171,4.0,65.66090766059028,,2004-04-01
172,5.0,67.40440538194444,,2004-05-01
173,6.0,68.94219021267361,,2004-06-01
174,7.0,69.6332546657986,,2004-07-01
175,8.0,71.09376356336806,,2004-08-01
176,9.0,70.28720160590278,,2004-09-01
177,10.0,69.52635362413194,,2004-10-01
178,11.0,67.64631347656251,,2004-11-01
179,12.0,64.95031195746529,,2004-12-01
180,1.0,64.55861273871528,,2005-01-01
181,2.0,63.70086805555556,,2005-02-01
182,3.0,62.93895941840278,,2005-03-01
183,4.0,65.86579047309027,,2005-04-01
184,5.0,67.88098415798612,,2005-05-01
185,6.0,69.17969021267362,,2005-06-01
186,7.0,70.14480523003473,,2005-07-01
187,8.0,69.79745551215278,,2005-08-01
188,9.0,71.03215874565973,,2005-09-01
189,10.0,68.85762532552084,,2005-10-01
190,11.0,67.79823404947916,,2005-11-01
191,12.0,64.62439507378473,,2005-12-01
192,1.0,65.43140190972223,,2006-01-01
193,2.0,63.125675455729166,,2006-02-01
194,3.0,65.6571533203125,,2006-03-01
195,4.0,64.83594835069445,,2006-04-01
196,5.0,64.77187228732639,,2006-05-01
197,6.0,67.62177463107639,,2006-06-01
198,7.0,69.16988932291667,,2006-07-01
199,8.0,69.70248480902777,,2006-08-01
200,9.0,69.44654676649306,,2006-09-01
201,10.0,69.34067111545139,,2006-10-01
202,11.0,67.83579915364584,,2006-11-01
203,12.0,65.09291178385416,,2006-12-01
204,1.0,64.78804524739584,,2007-01-01
205,2.0,63.02602810329861,,2007-02-01
206,3.0,64.82812228732638,,2007-03-01
207,4.0,64.31262478298612,,2007-04-01
208,5.0,66.605126953125,,2007-05-01
209,6.0,68.23314887152779,,2007-06-01
210,7.0,69.57906087239584,,2007-07-01
211,8.0,69.79153103298611,,2007-08-01
212,9.0,70.03629014756945,,2007-09-01
213,10.0,69.04207628038193,,2007-10-01
214,11.0,66.97132432725695,,2007-11-01
215,12.0,66.56800401475695,,2007-12-01
216,1.0,63.12406684027778,,2008-01-01
217,2.0,63.62287055121527,,2008-02-01
218,3.0,64.61956108940973,,2008-03-01
219,4.0,65.33902723524307,,2008-04-01
220,5.0,66.20421549479167,,2008-05-01
221,6.0,67.64635145399305,,2008-06-01
222,7.0,69.1065646701389,,2008-07-01
223,8.0,69.08577745225695,,2008-08-01
224,9.0,68.51043294270833,,2008-09-01
225,10.0,68.06452365451389,,2008-10-01
226,11.0,66.80679253472222,,2008-11-01
227,12.0,65.67449273003473,,2008-12-01
228,1.0,63.081844075520834,,2009-01-01
229,2.0,62.31174045138889,,2009-02-01
230,3.0,62.70159776475694,,2009-03-01
231,4.0,63.44116753472223,,2009-04-01
232,5.0,66.12040473090278,,2009-05-01
233,6.0,68.56618923611111,,2009-06-01
234,7.0,69.5866672092014,,2009-07-01
235,8.0,70.35941297743057,,2009-08-01
236,9.0,69.53560926649305,,2009-09-01
237,10.0,69.805517578125,,2009-10-01
238,11.0,67.85039605034723,,2009-11-01
239,12.0,63.82390407986111,,2009-12-01
240,1.0,64.227392578125,,2010-01-01
241,2.0,62.37007378472222,,2010-02-01
242,3.0,64.16534559461806,,2010-03-01
243,4.0,65.10264485677084,,2010-04-01
244,5.0,66.87023111979167,,2010-05-01
245,6.0,67.792236328125,,2010-06-01
246,7.0,67.8130642361111,,2010-07-01
247,8.0,68.74198133680557,,2010-08-01
248,9.0,68.22257486979166,,2010-09-01
249,10.0,68.43087022569445,,2010-10-01
250,11.0,66.68406304253472,,2010-11-01
251,12.0,66.22681477864583,,2010-12-01
252,1.0,63.099948459201386,,2011-01-01
253,2.0,64.68263617621528,,2011-02-01
254,3.0,65.96309950086805,,2011-03-01
255,4.0,66.87522243923611,,2011-04-01
256,5.0,67.83033582899306,,2011-05-01
257,6.0,68.01871473524307,,2011-06-01
258,7.0,67.92346733940973,,2011-07-01
259,8.0,68.48696017795139,,2011-08-01
260,9.0,67.8069308810764,,2011-09-01
261,10.0,68.08021375868056,,2011-10-01
262,11.0,67.03836805555555,,2011-11-01
263,12.0,65.72919921875001,,2011-12-01
264,1.0,64.30341796875,,2012-01-01
265,2.0,63.99381510416667,,2012-02-01
266,3.0,64.31700575086805,,2012-03-01
267,4.0,64.9810031467014,,2012-04-01
268,5.0,65.99645182291667,,2012-05-01
269,6.0,67.36118435329861,,2012-06-01
270,7.0,68.16771104600694,,2012-07-01
271,8.0,68.78604329427083,,2012-08-01
272,9.0,68.41128472222223,,2012-09-01
273,10.0,68.92752278645834,,2012-10-01
274,11.0,66.71857096354167,,2012-11-01
275,12.0,66.0497287326389,,2012-12-01
276,1.0,64.0511474609375,,2013-01-01
277,2.0,64.06541069878472,,2013-02-01
278,3.0,63.30702039930556,,2013-03-01
279,4.0,65.71148003472223,,2013-04-01
280,5.0,67.37536349826388,,2013-05-01
281,6.0,68.66099717881944,,2013-06-01
282,7.0,69.27777506510417,,2013-07-01
283,8.0,69.79251844618057,,2013-08-01
284,9.0,69.91150716145833,,2013-09-01
285,10.0,68.83613552517362,,2013-10-01
286,11.0,67.84520399305555,,2013-11-01
287,12.0,66.45914984809028,,2013-12-01
288,1.0,64.03900010850694,,2014-01-01
289,2.0,66.14319118923612,,2014-02-01
290,3.0,64.39132215711805,,2014-03-01
291,4.0,65.99595540364584,,2014-04-01
292,5.0,67.48182508680556,,2014-05-01
293,6.0,67.9900146484375,,2014-06-01
294,7.0,69.98082411024305,,2014-07-01
295,8.0,70.01952039930555,,2014-08-01
