,Month,NDVI
293,September,0.4375364044566213
294,October,0.7076440505039545
295,November,0.7185068954656153
296,December,0.7402718626422646
297,January,0.7428279452853732
298,February,0.6630034270109953
299,March,0.5927404238853926
300,April,0.4966623753677179
301,May,0.5987326068642699
302,June,0.708443064748505
303,July,0.4355047720449942
304,August,0.5811192547833478
