Year,Month,RF_mm,RF_in,datetime
1920.0,1.0,402.04383680555554,15.828497512029749,1920-01-01
1920.0,2.0,63.55097415123457,2.5020068563478177,1920-02-01
1920.0,3.0,284.01786747685185,11.18180580617527,1920-03-01
1920.0,4.0,125.39743682484568,4.9369069616080985,1920-04-01
1920.0,5.0,159.240535783179,6.269312432408623,1920-05-01
1920.0,6.0,119.82432725694444,4.717493199092301,1920-06-01
1920.0,7.0,140.24634693287038,5.521509721766551,1920-07-01
1920.0,8.0,220.4525945216049,8.679236004787596,1920-08-01
1920.0,9.0,205.17411747685185,8.077721160505979,1920-09-01
1920.0,10.0,232.3319347993827,9.146926566904831,1920-10-01
1920.0,11.0,203.8338155864197,8.024953369544084,1920-11-01
1920.0,12.0,335.71467496141975,13.217113187457471,1920-12-01
1921.0,1.0,956.5235339506172,37.6584068484495,1921-01-01
1921.0,2.0,68.27616825810185,2.6880381203977106,1921-02-01
1921.0,3.0,113.6795669367284,4.475573501446,1921-03-01
1921.0,4.0,85.23184919945987,3.355584614151964,1921-04-01
1921.0,5.0,111.93117042824076,4.406738993237825,1921-05-01
1921.0,6.0,89.42514829282408,3.5206751296387435,1921-06-01
1921.0,7.0,103.75473813657408,4.084832210101342,1921-07-01
1921.0,8.0,103.98099922839506,4.093740127102168,1921-08-01
1921.0,9.0,120.24668451003086,4.734121437402791,1921-09-01
1921.0,10.0,166.74283854166666,6.564678682742782,1921-10-01
1921.0,11.0,76.1474307966821,2.997930346326067,1921-11-01
1921.0,12.0,467.3238329475309,18.39857610029649,1921-12-01
1922.0,1.0,215.42990451388889,8.481492303696413,1922-01-01
1922.0,2.0,106.58763744212963,4.196363678824001,1922-02-01
1922.0,3.0,113.10180362654322,4.452826914430836,1922-03-01
1922.0,4.0,92.38216145833331,3.637092970800525,1922-04-01
1922.0,5.0,164.41523196373456,6.473040628493487,1922-05-01
1922.0,6.0,42.86877592110339,1.6877470835080075,1922-06-01
1922.0,7.0,64.95688657407408,2.557357739136775,1922-07-01
1922.0,8.0,121.62987075617283,4.788577588825702,1922-08-01
1922.0,9.0,217.53202160493828,8.564252819092058,1922-09-01
1922.0,10.0,160.44735001929013,6.316824803909061,1922-10-01
1922.0,11.0,202.35631269290124,7.966783964287451,1922-11-01
1922.0,12.0,22.181601441936728,0.8732913953518397,1922-12-01
1923.0,1.0,451.87307098765433,17.790278385340724,1923-01-01
1923.0,2.0,172.45329378858025,6.789499755455916,1923-02-01
1923.0,3.0,310.726490162037,12.233326384332166,1923-03-01
1923.0,4.0,152.89167390046296,6.019357240175707,1923-04-01
1923.0,5.0,68.10951967592592,2.681477152595509,1923-05-01
1923.0,6.0,41.33550347222222,1.627382026465442,1923-06-01
1923.0,7.0,107.7742332175926,4.243080047936717,1923-07-01
1923.0,8.0,95.46006944444444,3.7582704505686793,1923-08-01
1923.0,9.0,88.91990981867283,3.500783851128852,1923-09-01
1923.0,10.0,151.09350887345678,5.948563341474677,1923-10-01
1923.0,11.0,76.73130666473766,3.020917585225892,1923-11-01
1923.0,12.0,298.98784722222223,11.771175087489064,1923-12-01
1924.0,1.0,43.35317804783951,1.7068180333795082,1924-01-01
1924.0,2.0,102.1417824074074,4.021330016039662,1924-02-01
1924.0,3.0,65.36841724537037,2.5735597340697,1924-03-01
1924.0,4.0,330.4529803240741,13.009959855278508,1924-04-01
1924.0,5.0,174.1790485146605,6.857442854907895,1924-05-01
1924.0,6.0,69.03534915123457,2.717927131938369,1924-06-01
1924.0,7.0,155.69950810185185,6.129901893773695,1924-07-01
1924.0,8.0,82.2287266107253,3.2373514413671383,1924-08-01
1924.0,9.0,48.614230685763886,1.9139460899907044,1924-09-01
1924.0,10.0,255.78144290123456,10.0701355472927,1924-10-01
1924.0,11.0,118.44196084104938,4.663069324450763,1924-11-01
1924.0,12.0,129.31787712191357,5.091255004799747,1924-12-01
1925.0,1.0,136.56653886959876,5.37663538856688,1925-01-01
1925.0,2.0,131.42228491512347,5.174105705319822,1925-02-01
1925.0,3.0,146.3975815007716,5.763684311054,1925-03-01
1925.0,4.0,165.02988763503086,6.497239670670507,1925-04-01
1925.0,5.0,82.3619671103395,3.242597130328327,1925-05-01
1925.0,6.0,109.44702449845678,4.308937972380188,1925-06-01
1925.0,7.0,123.99342930169752,4.881631074869982,1925-07-01
