oldMonth,RF_in,Month,RF
January,3.446705066075882,May,1.015605498886305
February,2.5151548303145774,June,0.4150095339664396
March,2.6479226958311335,July,0.6327052065414078
April,1.597814883439753,August,0.6613707841661073
May,1.015605498886305,September,0.5739879461485226
June,0.4150095339664396,October,1.8367261383059106
July,0.6327052065414078,November,2.6653141168163197
August,0.6613707841661073,December,2.9521623380687356
September,0.5739879461485226,January,3.446705066075882
October,1.8367261383059106,February,2.5151548303145774
November,2.6653141168163197,March,2.6479226958311335
December,2.9521623380687356,April,1.597814883439753
