,Year,Month,ET,datetime
0,2001.0,1.0,1.674541666666667,2001-01-01
1,2001.0,2.0,1.4848333333333332,2001-02-01
2,2001.0,3.0,1.5083333333333335,2001-03-01
3,2001.0,4.0,2.040833333333333,2001-04-01
4,2001.0,5.0,2.3084583333333337,2001-05-01
5,2001.0,6.0,2.224565972222222,2001-06-01
6,2001.0,7.0,2.33425,2001-07-01
7,2001.0,8.0,2.021208333333333,2001-08-01
8,2001.0,9.0,1.7661666666666664,2001-09-01
9,2001.0,10.0,1.649826388888889,2001-10-01
10,2001.0,11.0,2.149342105263158,2001-11-01
11,2001.0,12.0,1.6004583333333335,2001-12-01
12,2002.0,1.0,2.7505,2002-01-01
13,2002.0,2.0,2.8803333333333336,2002-02-01
14,2002.0,3.0,3.188583333333333,2002-03-01
15,2002.0,4.0,2.708166666666667,2002-04-01
16,2002.0,5.0,3.210583333333334,2002-05-01
17,2002.0,6.0,2.454875,2002-06-01
18,2002.0,7.0,2.7396666666666665,2002-07-01
19,2002.0,8.0,2.1998333333333333,2002-08-01
20,2002.0,9.0,1.3969166666666668,2002-09-01
21,2002.0,10.0,2.483916666666667,2002-10-01
22,2002.0,11.0,3.0972500000000003,2002-11-01
23,2002.0,12.0,2.1391666666666667,2002-12-01
24,2003.0,1.0,1.5898333333333334,2003-01-01
25,2003.0,2.0,2.592083333333333,2003-02-01
26,2003.0,3.0,3.117291666666667,2003-03-01
27,2003.0,4.0,2.2685833333333334,2003-04-01
28,2003.0,5.0,2.0060833333333337,2003-05-01
29,2003.0,6.0,1.629666666666667,2003-06-01
30,2003.0,7.0,2.4447916666666667,2003-07-01
31,2003.0,8.0,2.2859166666666666,2003-08-01
32,2003.0,9.0,1.7173333333333334,2003-09-01
33,2003.0,10.0,1.4449999999999998,2003-10-01
34,2003.0,11.0,1.2001736111111112,2003-11-01
35,2003.0,12.0,2.186541666666667,2003-12-01
36,2004.0,1.0,2.9185,2004-01-01
37,2004.0,2.0,3.2310000000000003,2004-02-01
38,2004.0,3.0,3.4809583333333336,2004-03-01
39,2004.0,4.0,3.440916666666667,2004-04-01
40,2004.0,5.0,3.6355,2004-05-01
41,2004.0,6.0,3.7756666666666665,2004-06-01
42,2004.0,7.0,2.6052083333333336,2004-07-01
43,2004.0,8.0,3.193083333333334,2004-08-01
44,2004.0,9.0,2.3109166666666665,2004-09-01
45,2004.0,10.0,2.3128333333333337,2004-10-01
46,2004.0,11.0,2.4020833333333336,2004-11-01
47,2004.0,12.0,1.7308333333333334,2004-12-01
48,2005.0,1.0,2.546375,2005-01-01
49,2005.0,2.0,2.8275,2005-02-01
50,2005.0,3.0,2.9595416666666665,2005-03-01
51,2005.0,4.0,3.0378333333333334,2005-04-01
52,2005.0,5.0,3.277791666666667,2005-05-01
53,2005.0,6.0,2.791916666666667,2005-06-01
54,2005.0,7.0,2.602791666666667,2005-07-01
55,2005.0,8.0,1.928625,2005-08-01
56,2005.0,9.0,2.6135833333333336,2005-09-01
57,2005.0,10.0,2.1475,2005-10-01
58,2005.0,11.0,2.0957916666666665,2005-11-01
59,2005.0,12.0,1.9725,2005-12-01
60,2006.0,1.0,1.6823333333333337,2006-01-01
61,2006.0,2.0,2.1107500000000003,2006-02-01
62,2006.0,3.0,2.927916666666667,2006-03-01
63,2006.0,4.0,3.359166666666667,2006-04-01
64,2006.0,5.0,3.288375,2006-05-01
65,2006.0,6.0,2.9746666666666663,2006-06-01
66,2006.0,7.0,3.052458333333333,2006-07-01
67,2006.0,8.0,2.603041666666667,2006-08-01
68,2006.0,9.0,2.1300000000000003,2006-09-01
