Year,Month,tmean_f,datetime
1990,1,64.09732530381945,1990-01-01
1990,2,61.55749240451389,1990-02-01
1990,3,61.905094401041666,1990-03-01
1990,4,64.07025824652777,1990-04-01
1990,5,65.1998046875,1990-05-01
1990,6,67.45186089409722,1990-06-01
1990,7,67.97097439236111,1990-07-01
1990,8,69.31879882812501,1990-08-01
1990,9,69.96586371527778,1990-09-01
1990,10,68.78797200520833,1990-10-01
1990,11,67.83242730034722,1990-11-01
1990,12,64.71175130208333,1990-12-01
1991,1,61.89930555555556,1991-01-01
1991,2,62.90008409288195,1991-02-01
1991,3,63.08708767361111,1991-03-01
1991,4,64.01218532986111,1991-04-01
1991,5,65.42687717013888,1991-05-01
1991,6,66.3795166015625,1991-06-01
1991,7,68.01760525173611,1991-07-01
1991,8,69.87054578993056,1991-08-01
1991,9,69.18112521701389,1991-09-01
1991,10,67.9526828342014,1991-10-01
1991,11,67.67459852430557,1991-11-01
1991,12,65.93435872395834,1991-12-01
1992,1,61.867252604166666,1992-01-01
1992,2,62.25824110243056,1992-02-01
1992,3,62.503689236111114,1992-03-01
1992,4,63.543614366319446,1992-04-01
1992,5,66.42616644965278,1992-05-01
1992,6,68.53029513888889,1992-06-01
1992,7,69.55933159722223,1992-07-01
1992,8,70.77474500868055,1992-08-01
1992,9,70.72652994791667,1992-09-01
1992,10,68.9971462673611,1992-10-01
1992,11,67.57286241319444,1992-11-01
1992,12,66.50876193576389,1992-12-01
1993,1,61.03583441840278,1993-01-01
1993,2,60.45338541666667,1993-02-01
1993,3,61.944498697916664,1993-03-01
1993,4,65.59016384548612,1993-04-01
1993,5,65.61076931423611,1993-05-01
1993,6,68.14897732204861,1993-06-01
1993,7,69.52807074652779,1993-07-01
1993,8,69.98435872395834,1993-08-01
1993,9,69.56223415798611,1993-09-01
1993,10,68.12131076388889,1993-10-01
1993,11,65.73352864583333,1993-11-01
1993,12,63.98888346354167,1993-12-01
1994,1,61.365413411458334,1994-01-01
1994,2,63.8833984375,1994-02-01
1994,3,62.96603732638889,1994-03-01
1994,4,64.476513671875,1994-04-01
1994,5,66.08221842447917,1994-05-01
1994,6,67.88516710069445,1994-06-01
1994,7,70.03209092881944,1994-07-01
1994,8,70.81802571614583,1994-08-01
1994,9,70.63060167100694,1994-09-01
1994,10,68.8230712890625,1994-10-01
1994,11,67.88834635416667,1994-11-01
1994,12,64.252099609375,1994-12-01
1995,1,62.043508572048616,1995-01-01
1995,2,61.787868923611114,1995-02-01
1995,3,63.67504069010417,1995-03-01
1995,4,64.64212239583333,1995-04-01
1995,5,65.68130425347222,1995-05-01
1995,6,67.87713216145833,1995-06-01
1995,7,69.62254774305555,1995-07-01
1995,8,69.37630208333334,1995-08-01
1995,9,68.69818793402777,1995-09-01
1995,10,69.06211480034722,1995-10-01
1995,11,67.87048611111112,1995-11-01
1995,12,65.77846137152778,1995-12-01
1996,1,64.92430013020834,1996-01-01
1996,2,62.70015190972222,1996-02-01
1996,3,62.13152126736111,1996-03-01
1996,4,66.94663628472222,1996-04-01
1996,5,67.41416015625,1996-05-01
1996,6,69.53615451388889,1996-06-01
1996,7,70.87280815972223,1996-07-01
1996,8,70.02443033854166,1996-08-01
1996,9,70.58862847222221,1996-09-01
1996,10,70.16830240885417,1996-10-01
1996,11,68.605615234375,1996-11-01
1996,12,64.61935763888889,1996-12-01
1997,1,63.22119954427083,1997-01-01
1997,2,64.56590711805555,1997-02-01
1997,3,64.72078450520834,1997-03-01
1997,4,65.28958604600695,1997-04-01
1997,5,65.49398600260417,1997-05-01
1997,6,69.80293782552084,1997-06-01
1997,7,69.85423448350694,1997-07-01
1997,8,69.91388346354167,1997-08-01
1997,9,70.730810546875,1997-09-01
1997,10,69.643212890625,1997-10-01
1997,11,66.70118815104166,1997-11-01
1997,12,64.57432183159722,1997-12-01
1998,1,61.70400933159722,1998-01-01
1998,2,61.913913302951386,1998-02-01
1998,3,63.09671766493055,1998-03-01
1998,4,64.90655110677083,1998-04-01
1998,5,64.95068088107638,1998-05-01
1998,6,67.021728515625,1998-06-01
1998,7,67.95170355902778,1998-07-01
1998,8,69.23324381510417,1998-08-01
1998,9,68.76800944010417,1998-09-01
1998,10,68.32371961805555,1998-10-01
1998,11,67.74740125868055,1998-11-01
1998,12,64.9508056640625,1998-12-01
1999,1,63.49454481336806,1999-01-01
1999,2,62.9468017578125,1999-02-01
1999,3,63.87078721788195,1999-03-01
1999,4,64.53927680121528,1999-04-01
1999,5,65.71435546875,1999-05-01
1999,6,67.14593641493056,1999-06-01
1999,7,67.76182183159722,1999-07-01
1999,8,68.5475314670139,1999-08-01
1999,9,68.61459418402778,1999-09-01
1999,10,67.54138454861112,1999-10-01
1999,11,66.9624267578125,1999-11-01
1999,12,65.56832682291667,1999-12-01
2000,1,62.64501139322917,2000-01-01
2000,2,63.170475260416666,2000-02-01
2000,3,64.46776258680555,2000-03-01
2000,4,64.60789930555555,2000-04-01
2000,5,66.12575954861111,2000-05-01
2000,6,68.10575086805555,2000-06-01
2000,7,69.82017686631944,2000-07-01
2000,8,69.90992838541666,2000-08-01
2000,9,69.06206597222223,2000-09-01
2000,10,69.61348198784722,2000-10-01
2000,11,67.99352213541667,2000-11-01
2000,12,64.70764431423612,2000-12-01
2001,1,64.16397569444445,2001-01-01
2001,2,64.09150933159722,2001-02-01
2001,3,64.15946723090278,2001-03-01
2001,4,65.77038845486112,2001-04-01
2001,5,66.12873263888889,2001-05-01
2001,6,68.11837022569445,2001-06-01
2001,7,69.4954074435764,2001-07-01
2001,8,70.62355685763889,2001-08-01
2001,9,70.2733127170139,2001-09-01
2001,10,69.46930338541667,2001-10-01
2001,11,67.97141927083334,2001-11-01
2001,12,67.05640190972221,2001-12-01
2002,1,64.65678168402778,2002-01-01
2002,2,62.88993055555555,2002-02-01
2002,3,64.35180121527779,2002-03-01
2002,4,66.08086208767361,2002-04-01
2002,5,68.11256781684028,2002-05-01
2002,6,68.97633192274306,2002-06-01
2002,7,69.57648383246527,2002-07-01
2002,8,71.60695258246528,2002-08-01
2002,9,70.06490071614584,2002-09-01
2002,10,69.65355360243055,2002-10-01
2002,11,67.05447048611111,2002-11-01
2002,12,64.89778917100695,2002-12-01
2003,1,63.52962510850695,2003-01-01
2003,2,63.230189344618054,2003-02-01
2003,3,65.21338161892362,2003-03-01
2003,4,66.5306396484375,2003-04-01
2003,5,67.34246419270833,2003-05-01
2003,6,68.77234700520833,2003-06-01
2003,7,70.81009657118057,2003-07-01
2003,8,71.25002983940973,2003-08-01
2003,9,70.54751790364584,2003-09-01
2003,10,70.59085015190973,2003-10-01
2003,11,68.52064615885416,2003-11-01
2003,12,66.72742784288195,2003-12-01
2004,1,64.94639756944446,2004-01-01
2004,2,66.46173231336806,2004-02-01
2004,3,65.442626953125,2004-03-01
2004,4,66.38738606770833,2004-04-01
2004,5,68.05460069444445,2004-05-01
2004,6,69.65990939670138,2004-06-01
2004,7,70.38220486111112,2004-07-01
2004,8,71.7896267361111,2004-08-01
2004,9,71.02198893229166,2004-09-01
2004,10,70.23990885416666,2004-10-01
2004,11,68.30672743055555,2004-11-01
2004,12,65.6538547092014,2004-12-01
2005,1,65.194921875,2005-01-01
2005,2,64.39593912760417,2005-02-01
2005,3,63.58831108940972,2005-03-01
2005,4,66.60647243923611,2005-04-01
2005,5,68.58671061197917,2005-05-01
2005,6,69.92782660590278,2005-06-01
2005,7,70.88318142361112,2005-07-01
2005,8,70.54719238281251,2005-08-01
2005,9,71.77655978732639,2005-09-01
2005,10,69.60321723090277,2005-10-01
2005,11,68.50571017795139,2005-11-01
2005,12,65.25392795138889,2005-12-01
2006,1,66.15872938368057,2006-01-01
2006,2,63.867008463541666,2006-02-01
2006,3,66.32960883246528,2006-03-01
2006,4,65.58455403645834,2006-04-01
2006,5,65.46344401041667,2006-05-01
2006,6,68.26475694444446,2006-06-01
2006,7,69.85042317708334,2006-07-01
2006,8,70.39085015190972,2006-08-01
2006,9,70.18257378472222,2006-09-01
2006,10,70.01319986979166,2006-10-01
2006,11,68.48228895399305,2006-11-01
2006,12,65.72593315972222,2006-12-01
2007,1,65.45750868055555,2007-01-01
2007,2,63.72804090711806,2007-02-01
2007,3,65.52269422743055,2007-03-01
2007,4,65.06194661458333,2007-04-01
2007,5,67.30700954861112,2007-05-01
2007,6,68.94752604166666,2007-06-01
2007,7,70.2637179904514,2007-07-01
2007,8,70.52334526909723,2007-08-01
2007,9,70.79453938802084,2007-09-01
2007,10,69.80792371961806,2007-10-01
2007,11,67.66608072916667,2007-11-01
2007,12,67.28975151909722,2007-12-01
2008,1,63.84163682725695,2008-01-01
2008,2,64.29348415798611,2008-02-01
2008,3,65.27381184895833,2008-03-01
2008,4,66.05321723090277,2008-04-01
2008,5,66.92728949652778,2008-05-01
2008,6,68.335107421875,2008-06-01
2008,7,69.83230794270834,2008-07-01
