,Month,tmean_f
421,February,71.37960069444445
422,March,72.77943250868056
423,April,73.86793077256945
424,May,74.73636881510416
425,June,76.14444444444445
426,July,76.9641574435764
427,August,77.63383246527778
428,September,77.70585394965278
429,October,76.843505859375
430,November,74.5458523220486
431,December,73.40318739149305
432,January,71.65749240451389
