,Month,NDVI
300,April,0.611169132185571
301,May,0.6106409143518519
302,June,0.5984218267746914
303,July,0.6319010228286555
304,August,0.6136113390510465
305,September,0.576104482014974
306,October,0.5971975915225936
307,November,0.6623082573031202
308,December,0.6683380221143181
309,January,0.6706465261953848
310,February,0.6695325874987944
311,March,0.4924962079083478
