,Month,RF
1263,April,2.545514296335788
1264,May,2.112687642017838
1265,June,2.835730976065058
1266,July,3.479708299537645
1267,August,2.4850900256391566
1268,September,2.5560690411745406
1269,October,2.8928207704505686
1270,November,8.123804809772043
1271,December,1.601017354655755
1272,January,5.766089880583504
1273,February,25.00399472635365
1274,March,20.513373599567416
