Year,Month,Day,RF_in
2026,4,1,0.0404401778989391
2026,4,2,0.0461432671215509
2026,4,3,0.0840278982223847
2026,4,4,0.0034446619893575
2026,4,5,0.0008408270853768
2026,4,6,0.0070801047318366
2026,4,7,0.5921463304906982
2026,4,8,0.253453841069888
2026,4,9,0.0208469701251332
2026,4,10,0.1197676474607476
2026,4,11,0.2434275691938247
2026,4,12,0.0719223474869867
2026,4,13,0.0003520742129732
2026,4,14,8.768839545238699e-07
2026,4,15,0.0
2026,4,16,0.0041038412689478
2026,4,17,0.0027486806802572
2026,4,18,0.0106124028735876
2026,4,19,0.041980107439912
2026,4,20,0.0925670129466916
2026,4,21,0.0276216863137333
2026,4,22,0.0092597131514973
2026,4,23,0.0051423274266704
2026,4,24,0.4271627911745407
2026,4,25,0.3261069773098024
2026,4,26,0.1786619824038379
2026,4,27,0.2015532957773995
2026,4,28,0.5750997400010329
2026,4,29,1.0552723979977765
