Year,Month,RF_mm,RF_in
1920.0,1.0,158.11134018132717,6.224855912650676
1920.0,2.0,15.775282118055555,0.6210740991360455
1920.0,3.0,33.28332368827161,1.310367074341402
1920.0,4.0,42.441695601851855,1.670932897710703
1920.0,5.0,40.941746841242285,1.6118797968993026
1920.0,6.0,64.51352719907408,2.539902645632838
1920.0,7.0,25.506709346064813,1.0042011553568824
1920.0,8.0,31.816969883294753,1.2526366095785335
1920.0,9.0,36.32619598765432,1.4301651963643436
1920.0,10.0,61.78946638695987,2.432656156966924
1920.0,11.0,21.6558837890625,0.8525938499630906
1920.0,12.0,395.13172743055554,15.556367221675416
1921.0,1.0,152.58567226080248,6.007309931527657
1921.0,2.0,27.947392216435187,1.1002910321431176
1921.0,3.0,35.07045114776235,1.38072642314025
1921.0,4.0,40.45787217881944,1.5928296133393482
1921.0,5.0,66.78838131751543,2.6294638313982452
1921.0,6.0,20.06742802372685,0.790056221406569
1921.0,7.0,12.741370683834877,0.5016287670801133
1921.0,8.0,12.583291889708718,0.4954051925082173
1921.0,9.0,42.747251157407405,1.6829626439924177
1921.0,10.0,28.108241705246915,1.1066236891829495
1921.0,11.0,42.58571747202932,1.6766030500798947
1921.0,12.0,107.52594521604938,4.2333049297657235
1922.0,1.0,85.55817780671296,3.3684321971146836
1922.0,2.0,10.688453203366128,0.4208052442270129
1922.0,3.0,76.77976104359568,3.0228252379368383
1922.0,4.0,73.48611111111111,2.8931539807524063
1922.0,5.0,22.618121865354937,0.8904772387935015
1922.0,6.0,9.28298611111111,0.3654718941382327
1922.0,7.0,16.07705952208719,0.6329550992947712
1922.0,8.0,13.419376326195987,0.5283219026061413
1922.0,9.0,105.04745370370372,4.135726523767863
1922.0,10.0,68.00904827353395,2.6775215855722028
1922.0,11.0,18.14099723910108,0.714212489728389
1922.0,12.0,1.0936314147195698,0.0430563549102192
1923.0,1.0,148.50525655864195,5.846663644041023
1923.0,2.0,106.56032986111111,4.195288577209099
1923.0,3.0,34.00025016878858,1.3385925263302592
1923.0,4.0,240.89494116512347,9.484052801776516
1923.0,5.0,4.3945798520688655,0.1730149548058608
1923.0,6.0,39.464102285879626,1.55370481440471
1923.0,7.0,27.824396580825617,1.0954486842844733
1923.0,8.0,105.0017722800926,4.133928042523331
1923.0,9.0,81.80840687692901,3.2208034203515363
1923.0,10.0,33.7955005787037,1.3305315188466025
1923.0,11.0,15.035612883391204,0.591953263125638
1923.0,12.0,93.16567201967592,3.667939843294328
1924.0,1.0,10.969951865113812,0.4318878687052682
1924.0,2.0,66.78288363233025,2.6292473870996163
1924.0,3.0,46.82695855034722,1.8435810452892607
1924.0,4.0,246.7424286265432,9.714268843564694
1924.0,5.0,112.10252700617283,4.413485315203655
1924.0,6.0,20.71677879050926,0.815621212224774
1924.0,7.0,73.08836684992283,2.877494757870978
1924.0,8.0,29.91335419077932,1.1776911098732017
1924.0,9.0,40.202085141782405,1.5827592575504883
1924.0,10.0,162.2193287037037,6.386587744240304
1924.0,11.0,44.96457851080247,1.7702589964882862
1924.0,12.0,272.8800877700617,10.743310542128414
1925.0,1.0,42.577715084876544,1.676287995467581
1925.0,2.0,27.258882499035497,1.073184350355728
1925.0,3.0,55.79545838155864,2.196671589825143
1925.0,4.0,23.103600019290123,0.909590551940556
1925.0,5.0,30.58002387152778,1.2039379476979442
1925.0,6.0,21.369993610146604,0.841338331108134
1925.0,7.0,105.07743778935183,4.1369069995807815
1925.0,8.0,11.307720419801312,0.4451858432992642
1925.0,9.0,80.4491886091821,3.1672908901252796
1925.0,10.0,136.84459394290124,5.387582438696899
1925.0,11.0,26.59062439718364,1.0468749762670726
1925.0,12.0,139.7450569058642,5.501773893931662
1926.0,1.0,54.22713517554013,2.1349265817141783
1926.0,2.0,4.898811999662422,0.1928666141599379
1926.0,3.0,14.876871744791666,0.5857036119996719
1926.0,4.0,19.34120159384645,0.7614646296789941
1926.0,5.0,3.6604700912663968,0.1441129957191494
1926.0,6.0,118.07619598765432,4.648669133372217
1926.0,7.0,64.67211009837963,2.54614606686534
1926.0,8.0,25.30098922164352,0.9961019378599812
1926.0,9.0,98.02075496720678,3.8590848412286136
1926.0,10.0,113.4146773726852,4.465144778452173
1926.0,11.0,36.04880401234568,1.4192442524545543
1926.0,12.0,47.95037012924383,1.887809847608025
1927.0,1.0,40.44993911554784,1.5925172880136946
1927.0,2.0,83.15902295524691,3.2739772817026345
1927.0,3.0,99.29008125964506,3.909058317308861
1927.0,4.0,260.6545380015432,10.261989685100126
1927.0,5.0,34.38878038194444,1.3538889914151355
1927.0,6.0,19.172761140046298,0.7548331157498542
1927.0,7.0,20.559651692708332,0.8094351060121391
1927.0,8.0,31.26054325810185,1.230730049531569
1927.0,9.0,91.76093508873456,3.61263523971396
1927.0,10.0,19.516260971257715,0.7683567311518786
1927.0,11.0,19.739607445987655,0.7771498994483329
1927.0,12.0,469.70857445987656,18.492463561412464
1928.0,1.0,4.170161494502315,0.1641795863977289
1928.0,2.0,45.23987268518518,1.7810973498104403
1928.0,3.0,19.291559666763117,0.7595102231009102
1928.0,4.0,38.39085105613426,1.511450828981664
1928.0,5.0,33.01457609953704,1.2997864606116944
1928.0,6.0,12.039830337336031,0.4740090683990564
1928.0,7.0,33.746747805748456,1.3286121183365531
1928.0,8.0,88.36841724537037,3.479071545093322
1928.0,9.0,45.96152524594907,1.8095088679507512
1928.0,10.0,26.97293354552469,1.061926517540342
1928.0,11.0,15.06065086082176,0.5929390102685732
1928.0,12.0,12.564088421103396,0.4946491504371416
1929.0,1.0,130.70510223765433,5.145870166836785
1929.0,2.0,54.72687596450617,2.15460141592544
1929.0,3.0,16.352864583333332,0.6438135662729658
1929.0,4.0,30.39384705343364,1.196608151709986
1929.0,5.0,44.04279091917438,1.7339681464241885
