,Month,tmean_f
421,February,72.56277656555176
422,March,73.72834014892578
423,April,74.90018310546876
424,May,75.06181259155274
425,June,75.86047401428223
426,July,76.81609573364258
427,August,77.23615798950195
428,September,77.48141059875488
429,October,76.81646308898925
430,November,75.3177459716797
431,December,73.89105796813965
432,January,72.7680046081543
