,Month,RF
1263,April,0.9807498592235768
1264,May,4.800393523338129
1265,June,6.8404151366596
1266,July,6.187912273811326
1267,August,4.726535291111448
1268,September,6.267331470510297
1269,October,7.161924236258328
1270,November,11.6728048341914
1271,December,3.348147784486675
1272,January,10.791917067307692
1273,February,20.17138524000606
1274,March,11.574547622652938
