Year,Month,Day,RF_in
2026,3,31,0.1115023764893909
2026,4,1,0.0301237285389891
2026,4,2,0.1030480369230532
2026,4,3,0.1339782677875151
2026,4,4,0.0005597935381403
2026,4,5,0.0008995312044362
2026,4,6,0.0071541799479437
2026,4,7,1.374089980977438
2026,4,8,0.4096108152966006
2026,4,9,0.0243270499716376
2026,4,10,0.3721313846248486
2026,4,11,0.2464169479730561
2026,4,12,0.0121583713321235
2026,4,13,0.0158020495501956
2026,4,14,0.0023193209190068
2026,4,15,0.0005260555401922
2026,4,16,0.0071461970411886
2026,4,17,0.0008606992296418
2026,4,18,0.0136309623140627
2026,4,19,0.1095363864170862
2026,4,20,0.1357529730886347
2026,4,21,0.0945824496605986
2026,4,22,0.0055192477193332
2026,4,23,0.0335287513478751
2026,4,24,0.4782373993271124
2026,4,25,0.2246798741174856
2026,4,26,0.0375463877353864
2026,4,27,0.4961640642744927
2026,4,28,0.6334488035187008
2026,4,29,1.0041097251665658
