,Month,NDVI
298,February,0.6888528090256911
299,March,0.6346070509690505
300,April,0.6095159677358774
301,May,0.5844657311072716
302,June,0.490874510544997
303,July,0.4919481424184946
304,August,0.387506602360652
305,September,0.5846000084510217
306,October,0.6910100496732272
307,November,0.5893372755784255
308,December,0.4022379068227915
309,January,0.6907417884239784
