,oldMonth,OldTemp,Month,Temp
0,January,63.53428370775787,April,64.65670592000828
1,February,63.05069078835376,May,66.14904245021597
2,March,63.63031421675602,June,67.33159739731857
3,April,64.65670592000828,July,68.49801432634175
4,May,66.14904245021597,August,69.01624325883965
5,June,67.33159739731857,September,68.62992171898804
6,July,68.49801432634175,October,68.10530878925913
7,August,69.01624325883965,November,66.50036555240645
8,September,68.62992171898804,December,64.55593760974753
9,October,68.10530878925913,January,63.53428370775787
10,November,66.50036555240645,February,63.05069078835376
11,December,64.55593760974753,March,63.63031421675602
