,Year,Month,Temp,datetime
0,1990.0,1.0,71.07245822482639,1990-01-01
1,1990.0,2.0,69.36685926649307,1990-02-01
2,1990.0,3.0,70.74920518663194,1990-03-01
3,1990.0,4.0,73.78302951388889,1990-04-01
4,1990.0,5.0,73.28281521267361,1990-05-01
5,1990.0,6.0,74.5975802951389,1990-06-01
6,1990.0,7.0,75.90636664496527,1990-07-01
7,1990.0,8.0,77.53264431423611,1990-08-01
8,1990.0,9.0,77.07656521267361,1990-09-01
9,1990.0,10.0,75.43758951822917,1990-10-01
10,1990.0,11.0,73.26593967013889,1990-11-01
11,1990.0,12.0,70.2947536892361,1990-12-01
12,1991.0,1.0,71.25530598958333,1991-01-01
13,1991.0,2.0,73.21597222222223,1991-02-01
14,1991.0,3.0,68.82481282552084,1991-03-01
15,1991.0,4.0,71.54727376302084,1991-04-01
16,1991.0,5.0,73.02788628472223,1991-05-01
17,1991.0,6.0,73.67872178819445,1991-06-01
18,1991.0,7.0,75.54727376302083,1991-07-01
19,1991.0,8.0,75.55676540798612,1991-08-01
20,1991.0,9.0,77.11429036458333,1991-09-01
21,1991.0,10.0,76.16729329427083,1991-10-01
22,1991.0,11.0,75.52203504774306,1991-11-01
23,1991.0,12.0,72.16893717447917,1991-12-01
24,1992.0,1.0,71.744287109375,1992-01-01
25,1992.0,2.0,71.3037570529514,1992-02-01
26,1992.0,3.0,71.85098198784723,1992-03-01
27,1992.0,4.0,72.31044650607639,1992-04-01
28,1992.0,5.0,74.86807454427083,1992-05-01
29,1992.0,6.0,73.65538736979167,1992-06-01
30,1992.0,7.0,73.95848253038196,1992-07-01
31,1992.0,8.0,74.01087782118056,1992-08-01
32,1992.0,9.0,75.28731825086805,1992-09-01
33,1992.0,10.0,76.20623372395833,1992-10-01
34,1992.0,11.0,73.39347601996528,1992-11-01
35,1992.0,12.0,71.80012749565972,1992-12-01
36,1993.0,1.0,69.90877549913193,1993-01-01
37,1993.0,2.0,68.91335991753473,1993-02-01
38,1993.0,3.0,69.55311686197916,1993-03-01
39,1993.0,4.0,71.62685275607639,1993-04-01
40,1993.0,5.0,71.33277452256945,1993-05-01
41,1993.0,6.0,72.74383138020833,1993-06-01
42,1993.0,7.0,73.54925401475694,1993-07-01
43,1993.0,8.0,74.8373291015625,1993-08-01
44,1993.0,9.0,75.84871690538195,1993-09-01
45,1993.0,10.0,74.85533040364584,1993-10-01
46,1993.0,11.0,72.42413194444444,1993-11-01
47,1993.0,12.0,70.57126736111111,1993-12-01
48,1994.0,1.0,69.88261990017361,1994-01-01
49,1994.0,2.0,70.51978352864583,1994-02-01
50,1994.0,3.0,69.41744249131945,1994-03-01
51,1994.0,4.0,69.54227701822916,1994-04-01
52,1994.0,5.0,72.09003092447918,1994-05-01
53,1994.0,6.0,71.66546223958333,1994-06-01
54,1994.0,7.0,74.31765679253472,1994-07-01
55,1994.0,8.0,74.51199544270833,1994-08-01
56,1994.0,9.0,75.14753960503472,1994-09-01
57,1994.0,10.0,75.10943467881944,1994-10-01
58,1994.0,11.0,70.77537163628472,1994-11-01
59,1994.0,12.0,70.63849826388889,1994-12-01
60,1995.0,1.0,72.23060709635416,1995-01-01
61,1995.0,2.0,71.53999565972222,1995-02-01
62,1995.0,3.0,73.1378634982639,1995-03-01
63,1995.0,4.0,72.05505099826388,1995-04-01
64,1995.0,5.0,72.87516547309028,1995-05-01
65,1995.0,6.0,74.78339029947917,1995-06-01
66,1995.0,7.0,75.7598415798611,1995-07-01
67,1995.0,8.0,75.38953721788195,1995-08-01
68,1995.0,9.0,76.57187771267361,1995-09-01
69,1995.0,10.0,75.35723470052083,1995-10-01
70,1995.0,11.0,74.56998426649307,1995-11-01
71,1995.0,12.0,74.45925564236111,1995-12-01
72,1996.0,1.0,71.83978678385417,1996-01-01
73,1996.0,2.0,69.46853298611111,1996-02-01
74,1996.0,3.0,70.32794053819444,1996-03-01
75,1996.0,4.0,73.400537109375,1996-04-01
76,1996.0,5.0,74.64604763454861,1996-05-01
77,1996.0,6.0,74.40317654079861,1996-06-01
78,1996.0,7.0,74.40551486545138,1996-07-01
79,1996.0,8.0,75.52575412326388,1996-08-01
80,1996.0,9.0,74.54048936631945,1996-09-01
81,1996.0,10.0,76.05170627170139,1996-10-01
82,1996.0,11.0,73.47657063802083,1996-11-01
83,1996.0,12.0,71.1319091796875,1996-12-01
84,1997.0,1.0,72.32313368055556,1997-01-01
85,1997.0,2.0,70.90691460503473,1997-02-01
86,1997.0,3.0,70.51406521267361,1997-03-01
87,1997.0,4.0,72.07850477430556,1997-04-01
88,1997.0,5.0,72.10747341579861,1997-05-01
89,1997.0,6.0,72.2251953125,1997-06-01
90,1997.0,7.0,75.3385498046875,1997-07-01
91,1997.0,8.0,74.96978352864583,1997-08-01
92,1997.0,9.0,74.43591037326388,1997-09-01
93,1997.0,10.0,73.62207302517362,1997-10-01
94,1997.0,11.0,72.45381673177083,1997-11-01
95,1997.0,12.0,68.84234754774306,1997-12-01
96,1998.0,1.0,72.01317545572917,1998-01-01
97,1998.0,2.0,72.04515787760417,1998-02-01
98,1998.0,3.0,70.87277289496528,1998-03-01
99,1998.0,4.0,67.7904541015625,1998-04-01
100,1998.0,5.0,69.50814344618055,1998-05-01
101,1998.0,6.0,71.61409233940972,1998-06-01
102,1998.0,7.0,73.93465169270834,1998-07-01
103,1998.0,8.0,74.69600965711805,1998-08-01
104,1998.0,9.0,73.26738552517361,1998-09-01
105,1998.0,10.0,73.16451280381943,1998-10-01
106,1998.0,11.0,71.55596516927083,1998-11-01
107,1998.0,12.0,69.70655381944445,1998-12-01
108,1999.0,1.0,69.59530164930555,1999-01-01
109,1999.0,2.0,68.42367350260417,1999-02-01
110,1999.0,3.0,68.58423936631945,1999-03-01
111,1999.0,4.0,72.21267903645833,1999-04-01
112,1999.0,5.0,73.34006618923611,1999-05-01
113,1999.0,6.0,73.99120008680555,1999-06-01
114,1999.0,7.0,77.00997450086805,1999-07-01
115,1999.0,8.0,77.08582899305556,1999-08-01
116,1999.0,9.0,75.92578667534721,1999-09-01
117,1999.0,10.0,74.85655381944446,1999-10-01
118,1999.0,11.0,73.03874511718749,1999-11-01
119,1999.0,12.0,71.64918891059028,1999-12-01
